	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
3507	12.02.1970	177	69/70	LD	V	12	2	1970	29	NA	5		1	1	1	2	7	1	1	1	0.3	NA	100	100	NA	400	2	NA	1	Aval
3508	12.02.1970	178	69/70	LD	V	12	2	1970	30	NA	3		7	1	7	2	4	1	1	1	1	NA	40	60	NA	600	2	NA	1	Aval
3517	20.02.1970	179	69/70	OD	J	20	2	1970	2	NA	3		1	1	7	2	2	1	1	1	0.6	NA	140	40	NA	500	1	NA	1	Aval
3518	20.02.1970	180	69/70	OD	JV	20	2	1970	7	NA	5		1	1	1	7	4	1	1	1	1	NA	180	150	NA	750	1.5	NA	1	Aval
3527	28.02.1970	181	69/70	KJ	JV	28	2	1970	36	B	5		1	1	2	2	2	1	1	1	NA	NA	35	8	NA	400	1	NA	1	Aval
3528	28.02.1970	182	69/70	KJ	JV	28	2	1970	36	NA	3		1	1	1	2	2	1	2	1	1	NA	100	80	NA	460	2	NA	1	Aval
3539	10.03.1970	183	69/70	KJ	JV	10	3	1970	36	B	5		1	1	2	2	4	1	1	1	NA	NA	35	8	NA	350	0.7	NA	1	Aval
3540	10.03.1970	184	69/70	KJ	JV	10	3	1970	36	NA	3		1	1	1	2	2	1	1	1	1	NA	100	80	NA	400	2	NA	1	Aval
3542	11.03.1970	185	69/70	BL	SV	11	3	1970	18	NA	3		1	1	7	2	7	1	4	1	1	NA	170	100	NA	750	5	NA	1	Aval
3543	11.03.1970	186	69/70	KJ	JV	11	3	1970	36	A	5		1	1	2	2	4	1	1	1	0.6	NA	40	5	NA	300	1	NA	1	Aval
3545	12.03.1970	187	69/70	DD	J	12	3	1970	14	NA	3		1	7	2	2	4	7	2	1	0.7	NA	50	20	NA	400	3.5	NA	1	Aval
3549	15.03.1970	188	69/70	OD	V	15	3	1970	5	NA	3		1	1	7	2	4	1	2	1	1	NA	150	40	NA	500	3	NA	1	Aval
3550	15.03.1970	189	69/70	DD	J	15	3	1970	10	NA	3		1	1	2	2	4	1	1	1	0.7	NA	30	15	NA	350	3	NA	1	Aval
3551	15.03.1970	190	69/70	DD	JZ	15	3	1970	11	NA	3		1	1	7	2	3	7	2	1	1	NA	140	50	NA	800	3	NA	1	Aval
3552	15.03.1970	191	69/70	DD	JZ	15	3	1970	12	NA	3		1	1	7	2	3	7	1	1	0.3	NA	80	20	NA	300	2.5	NA	1	Aval
3553	15.03.1970	192	69/70	DD	JZ	15	3	1970	13	NA	2		1	7	7	2	3	7	4	1	1	NA	140	40	NA	1150	5	NA	1	Aval
3555	16.03.1970	193	69/70	OD	JV	16	3	1970	3	NA	3		2	7	7	2	2	7	1	1	1	NA	160	80	NA	750	1	NA	1	Aval
3556	16.03.1970	194	69/70	OD	JV	16	3	1970	6	NA	3		1	1	1	2	3	1	1	1	0.3	NA	80	80	NA	400	1	NA	1	Aval
3558	17.03.1970	195	69/70	LD	JZ	17	3	1970	25	NA	3		7	2	2	2	3	7	2	1	0.8	NA	50	20	NA	200	3	NA	1	Aval
3560	18.03.1970	196	69/70	OD	JV	18	3	1970	6	B	3		1	1	2	7	4	7	1	1	0.3	NA	30	50	NA	450	2	NA	1	Aval
3563	20.03.1970	197	69/70	OD	JV	20	3	1970	6	A	1		1	7	2	2	4	7	2	1	0.3	NA	30	60	NA	500	2	NA	1	Aval
3843	24.12.1970	198	70/71	OD	V	24	12	1970	5	NA	2		1	7	7	2	3	7	1	1	0.8	NA	130	40	NA	400	3	NA	1	Aval
3845	25.12.1970	199	70/71	OD	V	25	12	1970	4	NA	2		1	7	1	2	3	7	1	1	0.5	NA	100	100	NA	700	1	NA	1	Aval
3893	10.02.1971	200	70/71	LD	SV	10	2	1971	33	NA	4		1	7	7	2	1	1	1	1	2	NA	150	90	NA	1000	5	NA	1	Aval
3922	10.03.1971	201	70/71	OD	JV	10	3	1971	3	NA	3		7	1	7	2	7	7	1	1	1	NA	100	80	NA	500	7	NA	1	Aval
3923	10.03.1971	202	70/71	OD	V	10	3	1971	5	NA	3		1	1	7	2	2	1	1	1	1	NA	160	40	NA	580	4	NA	1	Aval
3925	11.03.1971	203	70/71	OD	V	11	3	1971	4	NA	3		1	1	1	2	7	1	1	1	0.8	NA	120	100	NA	400	2	NA	1	Aval
3928	13.03.1971	204	70/71	OD	J	13	3	1971	1	A	2		2	1	7	2	3	1	4	1	1	NA	150	40	NA	800	2	NA	1	Aval
3929	13.03.1971	205	70/71	OD	J	13	3	1971	2	NA	3		8	7	7	2	3	7	1	1	0.4	NA	120	40	NA	400	0.5	NA	1	Aval
3930	13.03.1971	206	70/71	OD	V	13	3	1971	4	NA	3		1	1	1	2	7	1	2	1	1	NA	80	80	NA	400	1.5	NA	1	Aval
3931	13.03.1971	207	70/71	OD	V	13	3	1971	5	NA	3		1	1	7	2	2	1	1	1	1	NA	50	30	NA	300	1	NA	1	Aval
3932	13.03.1971	208	70/71	DD	JZ	13	3	1971	9	NA	3		1	1	7	2	3	1	1	1	0.5	NA	50	15	NA	150	1	NA	1	Aval
3933	13.03.1971	209	70/71	DD	JZ	13	3	1971	11	NA	3		1	1	7	7	3	1	4	1	1	NA	100	70	NA	1000	4	NA	1	Aval
3934	13.03.1971	210	70/71	DD	JZ	13	3	1971	12	NA	4		7	1	7	2	3	7	4	1	1.5	NA	140	20	NA	1070	5	NA	1	Aval
3935	13.03.1971	211	70/71	DD	JZ	13	3	1971	13	NA	3		1	1	7	2	3	1	4	1	1	NA	140	40	NA	1150	4	NA	1	Aval
3936	13.03.1971	212	70/71	DD	J	13	3	1971	14	NA	3		1	7	2	2	4	7	2	1	0.8	NA	50	20	NA	500	2.5	NA	1	Aval
3937	13.03.1971	213	70/71	DD	J	13	3	1971	15	NA	3		1	1	7	2	7	1	4	1	0.6	NA	100	40	NA	400	2	NA	1	Aval
3938	13.03.1971	214	70/71	DD	SV	13	3	1971	16	NA	3		1	1	2	2	4	1	1	1	0.7	NA	80	20	NA	850	4	NA	1	Aval
3939	13.03.1971	215	70/71	DD	SZ	13	3	1971	17	NA	3		1	1	2	2	4	1	4	1	0.5	NA	120	20	NA	800	4	NA	1	Aval
3940	13.03.1971	216	70/71	BL	SV	13	3	1971	18	NA	3		1	1	7	2	7	1	4	1	1	NA	150	100	NA	700	7	NA	1	Aval
3941	13.03.1971	217	70/71	BL	S	13	3	1971	19	NA	4		1	1	1	2	1	1	1	1	1.5	NA	170	100	NA	500	4	NA	1	Aval
3942	13.03.1971	218	70/71	BL	JV	13	3	1971	21	NA	3		1	1	1	2	7	1	1	1	1	NA	80	80	NA	100	3	NA	1	Aval
3943	13.03.1971	219	70/71	BL	J	13	3	1971	22	NA	3		1	1	2	2	3	1	1	1	1	NA	140	130	NA	200	3	NA	1	Aval
3944	13.03.1971	220	70/71	LD	JV	13	3	1971	24	NA	3		2	1	7	2	2	1	1	1	0.3	NA	40	40	NA	50	1	NA	1	Aval
3945	13.03.1971	221	70/71	LD	V	13	3	1971	29	NA	5		1	7	1	2	4	7	1	1	0.4	NA	100	100	NA	350	2.5	NA	1	Aval
3946	13.03.1971	222	70/71	KJ	JV	13	3	1971	36	B	5		1	7	2	2	4	7	2	1	NA	NA	35	8	NA	300	1	NA	1	Aval
3947	13.03.1971	223	70/71	KJ	JV	13	3	1971	36	NA	3		2	7	1	2	2	1	2	1	0.8	NA	100	80	NA	450	1	NA	1	Aval
3948	13.03.1971	224	70/71	KJ	JV	13	3	1971	37	NA	3		1	7	7	2	3	7	2	1	1	NA	140	100	NA	350	1.5	NA	1	Aval
3950	14.03.1971	225	70/71	OD	JV	14	3	1971	6	NA	3		1	1	1	2	3	7	1	1	0.3	NA	50	50	NA	300	1	NA	1	Aval
3951	14.03.1971	226	70/71	BL	JV	14	3	1971	23	NA	3		1	1	1	2	2	1	1	1	1	NA	120	120	NA	180	3	NA	1	Aval
3952	14.03.1971	227	70/71	LD	V	14	3	1971	27	NA	4		1	1	1	2	3	1	1	1	1	NA	130	120	NA	550	1.5	NA	1	Aval
3953	14.03.1971	228	70/71	LD	V	14	3	1971	30	NA	3		2	1	7	2	2	7	2	1	1	NA	50	50	NA	550	2	NA	1	Aval
3955	15.03.1971	229	70/71	LD	JZ	15	3	1971	25	NA	3		1	7	2	2	3	7	2	1	0.9	NA	50	20	NA	280	3	NA	1	Aval
3956	15.03.1971	230	70/71	LD	JV	15	3	1971	26	NA	3		1	1	2	2	4	1	1	1	0.4	NA	50	40	NA	150	2	NA	1	Aval
3957	15.03.1971	231	70/71	KJ	JV	15	3	1971	36	A	5		1	7	2	2	4	7	2	1	0.7	NA	40	5	NA	300	1	NA	1	Aval
3959	16.03.1971	232	70/71	OD	JV	16	3	1971	6	A	3		1	7	2	2	4	7	1	1	0.4	NA	30	60	NA	500	3	NA	1	Aval
3962	18.03.1971	233	70/71	DD	J	18	3	1971	10	NA	3		1	1	2	2	4	1	1	1	0.5	NA	30	15	NA	400	3.5	NA	1	Aval
3969	24.03.1971	234	70/71	LD	V	24	3	1971	28	NA	3		1	7	2	2	4	7	2	1	0.7	NA	80	50	NA	300	1	NA	1	Aval
4236	15.12.1971	235	71/72	LD	V	15	12	1971	28	NA	5		1	7	2	2	3	7	1	1	NA	NA	50	50	NA	350	0.8	NA	1	Aval
4243	21.12.1971	236	71/72	KJ	JV	21	12	1971	36	NA	3		2	7	1	2	3	7	1	1	0.5	NA	80	80	NA	300	1	NA	1	Aval
4246	23.12.1971	237	71/72	KJ	J	23	12	1971	35	NA	3		1	7	7	2	4	7	2	1	0.5	NA	100	80	NA	300	1.5	NA	1	Aval
4248	24.12.1971	238	71/72	OD	JV	24	12	1971	6	NA	3		2	1	1	2	4	1	1	1	0.3	NA	100	100	NA	400	1	NA	1	Aval
4249	24.12.1971	239	71/72	LD	SV	24	12	1971	32	NA	3		1	7	7	2	4	7	2	1	0.6	NA	90	80	NA	200	1	NA	1	Aval
4251	25.12.1971	240	71/72	DD	J	25	12	1971	14	NA	1		1	7	2	2	4	7	4	1	0.6	NA	60	20	NA	400	3	NA	1	Aval
4252	25.12.1971	241	71/72	LD	SV	25	12	1971	33	NA	3		1	1	1	2	3	7	2	1	0.8	NA	80	30	NA	300	1.5	NA	1	Aval
4253	25.12.1971	242	71/72	KJ	JV	25	12	1971	37	NA	3		1	7	7	2	3	7	2	1	1.2	NA	200	100	NA	300	1	NA	1	Aval
4255	26.12.1971	243	71/72	OD	J	26	12	1971	2	NA	3		8	7	7	2	3	7	2	1	0.7	NA	130	50	NA	500	0.7	NA	1	Aval
4256	26.12.1971	244	71/72	LD	SV	26	12	1971	31	NA	3		1	7	1	2	4	7	4	1	0.8	NA	70	50	NA	400	1.5	NA	1	Aval
4258	27.12.1971	245	71/72	DD	JZ	27	12	1971	13	NA	2		2	7	7	2	3	7	2	1	0.8	NA	100	30	NA	350	3	NA	1	Aval
4259	27.12.1971	246	71/72	BL	SV	27	12	1971	18	NA	3		1	2	1	2	4	2	1	1	0.4	NA	80	80	NA	300	2	NA	1	Aval
4260	27.12.1971	247	71/72	LD	V	27	12	1971	27	NA	3		1	7	1	2	3	7	1	1	0.8	NA	80	70	NA	250	2	NA	1	Aval
4261	27.12.1971	248	71/72	LD	V	27	12	1971	29	NA	5		1	7	1	2	3	7	2	1	2	NA	50	50	NA	250	1	NA	1	Aval
4278	12.01.1972	249	71/72	DD	JZ	12	1	1972	11	NA	3		1	1	7	2	2	1	1	1	0.8	NA	80	70	NA	400	3.5	NA	1	Aval
4294	27.01.1972	250	71/72	KJ	JV	27	1	1972	36	NA	3		1	1	1	2	4	1	1	1	0.2	NA	50	40	NA	200	0.5	NA	1	Aval
4296	28.01.1972	251	71/72	KJ	JV	28	1	1972	36	A	5		1	1	2	2	2	1	1	1	0.6	NA	30	5	NA	400	1.5	NA	1	Aval
4297	28.01.1972	252	71/72	KJ	JV	28	1	1972	36	B	5		1	1	2	1	2	1	1	1	NA	NA	35	8	NA	450	1	NA	1	Aval
4316	15.02.1972	253	71/72	OD	JV	15	2	1972	3	NA	3		1	1	7	1	2	1	1	1	0.5	NA	80	80	NA	500	1	NA	1	Aval
4317	15.02.1972	254	71/72	OD	V	15	2	1972	4	NA	3		1	1	1	2	2	1	1	1	3	NA	100	80	NA	450	1	NA	1	Aval
4318	15.02.1972	255	71/72	OD	V	15	2	1972	5	NA	3		1	1	7	2	4	1	1	1	1	NA	90	80	NA	400	2	NA	1	Aval
4346	13.03.1972	256	71/72	DD	JZ	13	3	1972	13	NA	3		1	7	7	2	4	7	1	1	0.3	NA	80	30	NA	350	1.5	NA	1	Aval
4352	18.03.1972	257	71/72	OD	JV	18	3	1972	6	NA	3		1	1	1	2	2	1	1	1	1.5	NA	150	140	NA	460	2	NA	1	Aval
4354	19.03.1972	258	71/72	LD	V	19	3	1972	29	NA	5		1	7	1	2	3	7	1	1	NA	NA	80	50	NA	400	2	NA	1	Aval
4355	19.03.1972	259	71/72	LD	SV	19	3	1972	33	NA	3		1	7	1	2	3	7	2	1	1	NA	80	30	NA	300	2	NA	1	Aval
4365	28.03.1972	260	71/72	LD	SV	28	3	1972	32	NA	3		1	7	7	2	4	7	4	1	0.7	NA	50	40	NA	250	1	NA	1	Aval
4367	29.03.1972	261	71/72	OD	JV	29	3	1972	7	NA	3		2	7	1	2	3	7	4	1	1.4	NA	220	150	NA	680	1.5	NA	1	Aval
4368	29.03.1972	262	71/72	KJ	JV	29	3	1972	37	NA	3		1	7	7	2	3	7	1	1	1	NA	200	100	NA	450	0.8	NA	1	Aval
4370	30.03.1972	263	71/72	OD	J	30	3	1972	2	NA	3		8	7	7	2	3	7	2	1	0.7	NA	140	50	NA	500	0.5	NA	1	Aval
4371	30.03.1972	264	71/72	KJ	J	30	3	1972	35	NA	3		1	7	7	2	3	7	2	1	1.2	NA	120	100	NA	200	1.5	NA	1	Aval
4386	13.04.1972	265	71/72	LD	V	13	4	1972	27	NA	3		1	7	1	2	3	7	1	1	0.6	NA	100	100	NA	450	1	NA	1	Aval
4664	15.01.1973	266	72/73	KJ	JV	15	1	1973	36	NA	3		1	1	1	2	4	1	2	1	0.7	NA	80	20	NA	400	1.5	NA	1	Aval
4678	28.01.1973	267	72/73	DD	JZ	28	1	1973	13	NA	3		1	1	7	2	3	1	1	1	0.5	NA	80	30	NA	400	2	NA	1	Aval
4692	10.02.1973	268	72/73	OD	V	10	2	1973	5	NA	3		1	1	7	1	2	1	1	1	1	NA	80	50	NA	700	2	NA	1	Aval
4703	20.02.1973	269	72/73	OD	JV	20	2	1973	6	NA	3		1	1	1	2	2	1	1	1	1	NA	130	100	NA	400	1	NA	1	Aval
4704	20.02.1973	270	72/73	DD	J	20	2	1973	14	NA	3		1	1	2	2	2	1	1	1	0.4	NA	50	20	NA	450	1	NA	1	Aval
4705	20.02.1973	271	72/73	BL	SV	20	2	1973	18	NA	5		1	1	1	2	2	1	1	1	0.8	NA	100	80	NA	450	2	NA	1	Aval
4710	24.02.1973	272	72/73	DD	J	24	2	1973	15	NA	3		1	1	7	2	2	1	1	1	0.7	NA	100	40	NA	400	0.9	NA	1	Aval
4712	25.02.1973	273	72/73	OD	JV	25	2	1973	3	NA	3		1	1	7	2	2	1	1	1	0.7	NA	50	100	NA	480	1.5	NA	1	Aval
4713	25.02.1973	274	72/73	KJ	JV	25	2	1973	37	NA	3		1	1	7	2	2	1	1	1	0.5	NA	90	90	NA	350	1	NA	1	Aval
4729	12.03.1973	275	72/73	OD	J	12	3	1973	2	NA	3		1	1	7	2	3	1	1	1	0.7	NA	100	50	NA	600	1	NA	1	Aval
4732	14.03.1973	276	72/73	DD	JZ	14	3	1973	12	NA	3		8	7	7	2	3	7	1	1	0.3	NA	90	30	NA	400	3	NA	1	Aval
4734	15.03.1973	277	72/73	LD	V	15	3	1973	29	NA	5		1	1	1	2	3	7	1	1	NA	NA	100	100	NA	450	2.5	NA	1	Aval
4737	17.03.1973	278	72/73	OD	V	17	3	1973	4	NA	5		2	1	1	2	2	1	1	1	0.8	NA	80	60	NA	400	1	NA	1	Aval
4739	18.03.1973	279	72/73	DD	SV	18	3	1973	16	NA	3		1	7	2	2	3	7	2	1	0.6	NA	80	20	NA	850	4	NA	1	Aval
4742	20.03.1973	280	72/73	LD	V	20	3	1973	30	NA	3		1	7	7	2	2	7	1	1	1	NA	50	50	NA	400	1	NA	1	Aval
4743	20.03.1973	281	72/73	KJ	J	20	3	1973	35	NA	3		1	7	7	2	2	7	1	1	1	NA	120	100	NA	400	1.5	NA	1	Aval
4745	21.03.1973	282	72/73	LD	SV	21	3	1973	31	NA	3		1	7	1	2	3	7	2	1	0.5	NA	60	50	NA	350	1	NA	1	Aval
4747	22.03.1973	283	72/73	DD	JZ	22	3	1973	11	NA	3		1	7	7	2	3	7	2	1	0.7	NA	70	70	NA	350	2.5	NA	1	Aval
5028	27.12.1973	284	73/74	KJ	JV	27	12	1973	36	NA	3		8	7	1	2	3	7	1	1	0.3	NA	100	80	NA	100	1	NA	1	Aval
5048	15.01.1974	285	73/74	DD	J	15	1	1974	15	NA	3		1	1	7	2	7	1	1	1	0.6	NA	90	40	NA	350	0.8	NA	1	Aval
5089	24.02.1974	286	73/74	OD	J	24	2	1974	2	NA	3		1	1	7	2	2	1	1	1	0.5	NA	80	40	NA	450	0.7	NA	1	Aval
5104	10.03.1974	287	73/74	OD	JV	10	3	1974	6	NA	3		2	1	1	2	3	1	1	1	1	NA	80	80	NA	380	2	NA	1	Aval
5105	10.03.1974	288	73/74	BL	SV	10	3	1974	18	NA	3		2	1	7	2	3	7	1	1	1	NA	80	80	NA	550	2	NA	1	Aval
5106	10.03.1974	289	73/74	KJ	JV	10	3	1974	36	NA	5		2	1	1	2	3	1	1	1	0.7	NA	80	80	NA	350	1.5	NA	1	Aval
5108	11.03.1974	290	73/74	KJ	JV	11	3	1974	37	NA	3		1	7	7	2	2	7	1	1	0.6	NA	100	100	NA	300	0.8	NA	1	Aval
5113	15.03.1974	291	73/74	OD	JV	15	3	1974	3	NA	5		7	7	7	2	3	7	1	1	1	NA	120	80	NA	400	1	NA	1	Aval
5114	15.03.1974	292	73/74	OD	V	15	3	1974	4	NA	3		2	7	1	2	3	7	1	1	0.6	NA	0.9	60	NA	400	2	NA	1	Aval
5156	25.04.1974	293	73/74	OD	V	25	4	1974	4	NA	5		8	7	1	2	3	7	2	1	0.6	NA	60	60	NA	350	3	NA	1	Aval
5419	12.01.1975	294	74/75	OD	J	12	1	1975	2	NA	3		1	1	7	2	4	1	1	1	0.6	NA	120	40	NA	400	0.7	NA	1	Aval
5456	17.02.1975	295	74/75	DD	JZ	17	2	1975	11	NA	3		1	1	7	2	3	1	1	1	1	NA	100	80	NA	300	3	NA	1	Aval
5465	25.02.1975	296	74/75	DD	J	25	2	1975	14	NA	6		1	1	2	2	2	1	1	1	0.5	NA	50	20	NA	400	1	NA	1	Aval
5479	10.03.1975	297	74/75	OD	JV	10	3	1975	3	NA	3		1	1	7	2	3	1	1	1	1	NA	120	100	NA	600	2	NA	1	Aval
5480	10.03.1975	298	74/75	OD	V	10	3	1975	4	NA	3		1	1	1	2	3	1	1	1	0.8	NA	80	70	NA	400	2	NA	1	Aval
5481	10.03.1975	299	74/75	DD	SV	10	3	1975	16	NA	5		1	1	2	2	3	1	1	1	1	NA	100	20	NA	600	3	NA	1	Aval
5489	17.03.1975	300	74/75	DD	JZ	17	3	1975	13	NA	3		1	7	7	2	3	7	1	1	0.7	NA	60	35	NA	450	1.5	NA	1	Aval
5491	18.03.1975	301	74/75	OD	V	18	3	1975	5	NA	3		1	7	7	2	3	7	1	1	1	NA	100	60	NA	660	2	NA	1	Aval
5492	18.03.1975	302	74/75	BL	SV	18	3	1975	18	NA	5		2	7	7	2	1	7	1	1	0.6	NA	100	80	NA	600	2.5	NA	1	Aval
5493	18.03.1975	303	74/75	LD	V	18	3	1975	27	NA	3		1	7	1	2	3	7	2	1	0.6	NA	100	100	NA	400	1	NA	1	Aval
5502	26.03.1975	304	74/75	BL	S	26	3	1975	19	NA	3		NA	NA	1	NA	NA	NA	1	1	0.5	NA	50	50	NA	10	NA	NA	1	Aval
5503	26.03.1975	305	74/75	LD	V	26	3	1975	29	NA	5		7	7	1	2	1	7	2	1	NA	NA	100	100	NA	400	2.5	NA	1	Aval
5780	27.12.1975	306	75/76	OD	J	27	12	1975	2	NA	3		8	7	7	2	3	7	1	1	0.4	NA	100	40	NA	350	0.7	NA	1	Aval
5781	27.12.1975	307	75/76	OD	JV	27	12	1975	3	NA	3		1	1	7	2	4	1	2	1	1	NA	100	80	NA	700	1.5	NA	1	Aval
5782	27.12.1975	308	75/76	OD	V	27	12	1975	4	NA	3		7	7	1	2	3	7	2	1	0.5	NA	100	100	NA	350	1	NA	1	Aval
5783	27.12.1975	309	75/76	DD	J	27	12	1975	10	NA	3		1	7	2	2	3	7	1	1	0.5	NA	30	15	NA	300	3	NA	1	Aval
5784	27.12.1975	310	75/76	KJ	JV	27	12	1975	36	NA	3		8	7	1	2	3	7	1	1	0.4	NA	80	50	NA	150	1	NA	1	Aval
5785	27.12.1975	311	75/76	KJ	JV	27	12	1975	37	NA	6		1	7	7	2	3	7	2	1	0.8	NA	90	90	NA	350	1	NA	1	Aval
5795	05.01.1976	312	75/76	DD	SV	5	1	1976	16	NA	3		8	1	2	1	4	1	2	1	1	NA	100	30	NA	700	4	NA	1	Aval
5796	05.01.1976	313	75/76	BL	SV	5	1	1976	18	NA	3		1	1	7	2	4	1	1	1	1	NA	90	90	NA	750	4	NA	1	Aval
5797	05.01.1976	314	75/76	LD	V	5	1	1976	27	NA	3		1	1	1	7	4	1	1	1	1	NA	140	100	NA	700	2	NA	1	Aval
5800	07.01.1976	315	75/76	OD	JV	7	1	1976	3	NA	3		1	1	7	1	2	1	1	1	0.6	NA	80	80	NA	450	1	NA	1	Aval
5801	07.01.1976	316	75/76	OD	V	7	1	1976	5	NA	2		1	1	7	7	2	1	1	1	1	NA	120	100	NA	800	2	NA	1	Aval
5807	12.01.1976	317	75/76	OD	J	12	1	1976	2	NA	3		1	1	7	2	2	1	1	1	0.7	NA	100	40	NA	450	0.6	NA	1	Aval
5808	12.01.1976	318	75/76	KJ	J	12	1	1976	35	NA	3		2	1	7	2	2	1	1	1	1	NA	100	80	NA	600	2	NA	1	Aval
5809	12.01.1976	319	75/76	KJ	JV	12	1	1976	37	NA	3		1	1	7	2	2	1	1	1	0.6	NA	100	80	NA	300	1	NA	1	Aval
5813	15.01.1976	320	75/76	OD	JV	15	1	1976	3	NA	3		1	1	7	1	3	1	1	1	1	NA	100	80	NA	700	1.5	NA	1	Aval
5814	15.01.1976	321	75/76	OD	V	15	1	1976	5	NA	2		1	1	7	1	2	1	1	1	0.5	NA	100	80	NA	500	3	NA	1	Aval
5815	15.01.1976	322	75/76	KJ	JV	15	1	1976	36	NA	3		1	1	1	1	4	1	2	1	1	NA	100	70	NA	660	1	NA	1	Aval
5816	15.01.1976	323	75/76	KJ	V	15	1	1976	37	A	3		1	1	7	2	2	1	1	1	0.8	NA	80	80	NA	250	1	NA	1	Aval
5830	28.01.1976	324	75/76	DD	JZ	28	1	1976	13	NA	3		1	1	7	2	3	1	1	1	0.6	NA	60	40	NA	350	2	NA	1	Aval
5831	28.01.1976	325	75/76	KJ	J	28	1	1976	35	NA	3		1	1	7	2	2	1	1	1	0.7	NA	50	40	NA	300	2	NA	1	Aval
5871	07.03.1976	326	75/76	LD	V	7	3	1976	28	NA	3		1	7	2	2	2	1	1	1	0.7	NA	100	80	NA	600	1	NA	1	Aval
5874	09.03.1976	327	75/76	DD	J	9	3	1976	14	NA	3		1	1	2	2	2	2	1	1	0.7	NA	40	20	NA	200	0.7	NA	1	Aval
5876	10.03.1976	328	75/76	DD	J	10	3	1976	15	NA	3		1	1	7	2	4	1	1	1	0.3	NA	90	60	NA	200	0.7	NA	1	Aval
5884	17.03.1976	329	75/76	OD	J	17	3	1976	1	A	2		1	1	7	2	4	7	1	1	0.2	NA	60	30	NA	200	0.8	NA	1	Aval
5887	19.03.1976	330	75/76	DD	J	19	3	1976	13	A	1		2	1	7	7	1	1	4	2	0.7	NA	140	30	NA	400	3	NA	1	Aval
5888	19.03.1976	331	75/76	KJ	J	19	3	1976	35	NA	3		7	7	7	7	3	7	2	1	1	NA	80	70	NA	700	1	NA	1	Aval
5892	22.03.1976	332	75/76	DD	JZ	22	3	1976	13	NA	3		1	1	7	2	4	1	1	1	0.4	NA	50	20	NA	300	2	NA	1	Aval
5905	03.04.1976	333	75/76	OD	JV	3	4	1976	3	NA	5		1	1	7	2	3	1	2	1	0.3	NA	50	50	NA	200	1	NA	1	Aval
5906	03.04.1976	334	75/76	BL	SV	3	4	1976	18	NA	5		2	7	1	2	3	1	1	1	NA	NA	70	50	NA	150	1	NA	1	Aval
5908	04.04.1976	335	75/76	LD	V	4	4	1976	29	NA	5		8	2	1	2	1	2	4	1	0.8	NA	80	100	NA	300	1	NA	1	Aval
5909	04.04.1976	336	75/76	LD	V	4	4	1976	30	NA	5		1	7	7	2	4	7	2	1	NA	NA	50	50	NA	400	1	NA	1	Aval
5910	04.04.1976	337	75/76	LD	SV	4	4	1976	33	NA	3		7	2	1	2	1	2	3	1	1	NA	50	50	NA	200	1	NA	1	Aval
5912	05.04.1976	338	75/76	BL	S	5	4	1976	19	NA	4		8	7	1	2	1	7	1	1	2	NA	100	100	NA	150	2	NA	1	Aval
5943	05.05.1976	339	75/76	KJ	JV	5	5	1976	36	NA	5		8	2	1	2	3	2	2	1	0.5	NA	40	40	NA	70	0.7	NA	1	Aval
6172	19.12.1976	340	76/77	OD	V	19	12	1976	4	NA	3		7	7	1	2	3	7	2	1	0.6	NA	120	100	NA	400	1.5	NA	1	Aval
6173	19.12.1976	341	76/77	BL	SV	19	12	1976	18	NA	3		2	7	7	2	3	2	2	1	0.7	NA	100	80	NA	500	2.5	NA	1	Aval
6174	19.12.1976	342	76/77	KJ	JV	19	12	1976	37	NA	6		1	7	7	2	3	7	2	1	0.9	NA	100	90	NA	500	2	NA	1	Aval
6176	20.12.1976	343	76/77	OD	J	20	12	1976	2	NA	2		8	7	7	7	3	7	2	1	1	NA	100	50	NA	700	1.5	NA	1	Aval
6177	20.12.1976	344	76/77	OD	JV	20	12	1976	3	NA	3		4	7	7	2	4	7	2	1	0.8	NA	150	130	NA	500	1	NA	1	Aval
6187	29.12.1976	345	76/77	LD	SV	29	12	1976	31	NA	3		8	7	1	2	4	7	1	1	0.6	NA	70	70	NA	300	1	NA	1	Aval
6195	05.01.1977	346	76/77	LD	V	5	1	1977	28	NA	3		1	1	2	2	2	1	1	1	0.8	NA	80	80	NA	600	1.5	NA	1	Aval
6201	10.01.1977	347	76/77	LH	SV	10	1	1977	38	NA	3		1	1	1	2	2	1	4	1	0.8	NA	100	100	NA	300	1	NA	1	Aval
6204	12.01.1977	348	76/77	BL	SV	12	1	1977	18	NA	3		1	1	7	2	4	1	1	1	0.6	NA	120	100	NA	500	2	NA	1	Aval
6251	27.02.1977	349	76/77	OD	JV	27	2	1977	3	NA	3		1	1	7	2	2	1	1	1	0.7	NA	100	100	NA	500	1	NA	1	Aval
6252	27.02.1977	350	76/77	KJ	JV	27	2	1977	36	NA	3		1	1	1	2	4	1	1	1	1	NA	150	50	NA	300	1.5	NA	1	Aval
6253	27.02.1977	351	76/77	KJ	JV	27	2	1977	37	NA	3		1	1	7	2	2	1	1	1	1	NA	100	90	NA	500	1	NA	1	Aval
6255	28.02.1977	352	76/77	LD	V	28	2	1977	27	NA	3		1	1	1	2	2	1	1	1	1	NA	150	90	NA	600	2	NA	1	Aval
