	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
15374	19.12.2000	777	00/01	OD	V	19	12	2000	4	NA	6		4	7	1	2	4	7	2	1	0.3	NA	50	50	NA	300	1	lavina sjela po travnatém podkladu	1	Aval
15419	01.02.2001	778	00/01	MD	J	1	2	2001	8	NA	1	3	1	7	1	2	1	2	1	1	0.3	NA	40	50	NA	100	0.8	lavina malého rozsahu	1	Aval
15422	03.02.2001	779	00/01	KJ	J	3	2	2001	35	NA	2		1	2	7	2	3	7	1	1	0.4	NA	20	25	NA	150	1.2	lavina malého rozsahu	1	Aval
15425	05.02.2001	780	00/01	OD	JV	5	2	2001	3	NA	2		1	1	7	7	2	1	1	1	0.4	NA	80	40	NA	350	1	NA	1	Aval
15426	05.02.2001	781	00/01	OD	V	5	2	2001	4	NA	6		1	1	1	2	2	1	1	1	0.4	NA	60	40	NA	300	1	NA	1	Aval
15427	05.02.2001	782	00/01	OD	JV	5	2	2001	7	NA	6		2	1	2	7	2	1	2	1	0.35	NA	60	40	NA	400	0.7	NA	1	Aval
15428	05.02.2001	783	00/01	BL	SV	5	2	2001	18	NA	6		2	1	1	2	4	1	1	1	0.35	NA	50	60	NA	350	0.6	NA	1	Aval
15429	05.02.2001	784	00/01	LD	V	5	2	2001	28	NA	3		1	1	7	2	2	1	1	1	0.4	NA	60	70	NA	360	0.6	NA	1	Aval
15430	05.02.2001	785	00/01	LD	V	5	2	2001	29	NA	3		1	1	1	2	2	1	1	1	0.3	NA	60	70	NA	300	0.5	NA	1	Aval
15431	05.02.2001	786	00/01	KJ	JV	5	2	2001	36	A	3		1	1	2	7	2	1	2	1	0.5	NA	40	30	NA	380	0.8	NA	1	Aval
15432	05.02.2001	787	00/01	KJ	JV	5	2	2001	36	B	3		1	1	2	7	2	1	2	1	0.5	NA	50	30	NA	380	0.7	NA	1	Aval
15433	05.02.2001	788	00/01	KJ	JV	5	2	2001	37	NA	4		1	1	1	2	7	1	2	1	0.6	NA	120	100	NA	600	1.6	největší lavina v roce 2001	1	Aval
15436	07.02.2001	789	00/01	BL	JV	7	2	2001	21	NA	2		1	2	1	2	3	2	1	1	0.3	NA	100	120	NA	150	1.5	lavina se utrhla v pravé části	1	Aval
15453	23.02.2001	790	00/01	OD	JV	23	2	2001	7	NA	5		2	1	1	1	4	1	1	1	0.4	NA	50	50	NA	300	0.8	vyjela levá strana	1	Aval
15502	12.04.2001	791	00/01	OD	V	12	4	2001	5	NA	2		4	2	7	2	3	2	2	1	1	NA	70	40	60	300	1.2	NA	1	Aval
15503	12.04.2001	792	00/01	BL	S	12	4	2001	18	A	2		2	7	7	2	4	7	4	1	0.6	NA	70	60	NA	400	1	NA	1	Aval
15504	12.04.2001	793	00/01	BL	S	12	4	2001	19	B	2		2	7	1	2	4	7	4	1	0.6	NA	70	70	NA	210	1.5	pád laviny KČ. 18A a 19 sjela do Labe.	1	Aval
15505	12.04.2001	794	00/01	BL	S	12	4	2001	19	NA	3		2	7	7	2	4	7	4	1	0.4	NA	40	40	NA	300	1	vyjelo jen půl svahu (pravá část)	1	Aval
15725	17.11.2001	795	01.II	OD	JV	17	11	2001	7	NA	3		4	1	7	7	2	7	2	1	0.4	NA	100	60	NA	300	2	sjela po travnatém a kamenném podlaží	1	Aval
15733	24.11.2001	796	01.II	KJ	JV	24	11	2001	37	NA	3		4	1	7	2	2	1	2	2	0.4	NA	50	50	NA	300	2	lavinu uvolnili dva skialpinisté bez následků	1	Aval
15748	08.12.2001	797	01.II	MD	J	8	12	2001	8	NA	2		4	1	1	2	2	1	2	1	0.9	NA	70	70	NA	200	1.5	desková lavina měkká, sjela po trávě	1	Aval
15755	14.12.2001	798	01.II	DD	JZ	14	12	2001	11	NA	3		1	1	7	7	4	1	1	1	1	NA	100	50	NA	700	1	zůstala stát nad cestou	1	Aval
15756	14.12.2001	799	01.II	DD	JZ	14	12	2001	12	NA	2		1	1	7	7	4	1	4	1	0.8	NA	80	40	NA	550	1	vyjela do protisvahu	1	Aval
15757	14.12.2001	800	01.II	KJ	JV	14	12	2001	37	NA	3		1	1	1	2	2	1	1	1	0.7	NA	150	50	NA	300	2	prachová lavina	1	Aval
15759	15.12.2001	801	01.II	OD	JV	15	12	2001	3	NA	2		1	1	1	2	4	1	1	1	0.8	NA	100	80	NA	600	1.5	prachová lavina	1	Aval
15767	22.12.2001	802	01.II	OD	JV	22	12	2001	3	NA	5		2	1	7	1	4	1	1	1	1	NA	150	50	NA	650	2	NA	1	Aval
15768	22.12.2001	803	01.II	OD	JV	22	12	2001	6	NA	3		2	1	1	2	4	1	1	1	0.8	NA	80	90	NA	300	1	NA	1	Aval
15769	22.12.2001	804	01.II	OD	JV	22	12	2001	7	NA	5		2	1	7	2	4	1	1	1	1	NA	100	50	NA	400	1	vyjela levá strana	1	Aval
15772	24.12.2001	805	01.II	DD	JZ	24	12	2001	11	NA	2		7	1	7	1	4	1	1	1	1	NA	150	50	NA	650	2	zůstala stát nad cestou	1	Aval
15773	24.12.2001	806	01.II	DD	JZ	24	12	2001	12	NA	2		7	1	7	1	1	1	1	1	1	NA	100	50	NA	660	2.5	lavina končí v protisvahu	1	Aval
15774	24.12.2001	807	01.II	BL	SV	24	12	2001	18	NA	6		7	1	7	1	4	1	4	1	1	NA	100	30	NA	400	1.5	lavina sjela z pravé strany hřebenu	1	Aval
15776	25.12.2001	808	01.II	OD	V	25	12	2001	5	NA	3		1	1	7	2	4	1	1	1	0.6	NA	150	50	NA	400	2	sjela do poloviny svahu	1	Aval
15778	26.12.2001	809	01.II	OD	JV	26	12	2001	7	NA	2		1	1	7	1	4	1	2	1	1.5	NA	170	70	NA	780	1.5	lavina sjela až do lesa.	1	Aval
15785	01.01.2002	810	01.II	OD	J	1	1	2002	1	A	6		7	1	2	1	4	1	2	1	1	NA	100	40	NA	800	2	lavina sjela až do spodní části žlabu	1	Aval
15786	01.01.2002	811	01.II	OD	J	1	1	2002	1	NA	1		1	1	2	1	4	1	2	1	1.5	NA	30	20	NA	700	2	vyjeli všechny žlaby až pod cestu	1	Aval
15787	01.01.2002	812	01.II	OD	J	1	1	2002	2	NA	2		1	1	7	7	4	1	1	1	1.2	NA	100	80	NA	700	2.5	utrhla se levá strana svahu	1	Aval
15789	02.01.2002	813	01.II	OD	JV	2	1	2002	3	NA	5		7	1	7	1	4	1	1	1	2.5	NA	200	100	NA	800	2.5	ve spodní části vylámala podrost (prachová lavina)	1	Aval
15791	03.01.2002	814	01.II	OD	V	3	1	2002	4	NA	5		7	1	1	1	4	1	2	1	2	NA	300	250	NA	650	3	po pádu zůstal celý svah bez převisů	1	Aval
15792	03.01.2002	815	01.II	OD	V	3	1	2002	5	NA	2		1	1	7	2	2	1	1	1	1	NA	150	50	NA	400	2	utrhla se pod vrcholem cca 50 m	1	Aval
15793	03.01.2002	816	01.II	OD	JV	3	1	2002	6	A	6		1	1	2	1	4	1	1	1	1	NA	50	40	NA	450	2	NA	1	Aval
15794	03.01.2002	817	01.II	OD	JV	3	1	2002	6	NA	2		1	1	7	2	2	1	1	1	1	NA	50	50	NA	480	2	lavina zůstala v horní části svahu	1	Aval
15795	03.01.2002	818	01.II	OD	JV	3	1	2002	7	NA	5		1	1	1	1	4	1	1	1	3	NA	160	100	NA	780	1.5	lavina sjela až do lesa	1	Aval
15796	03.01.2002	819	01.II	DD	JZ	3	1	2002	11	NA	3		1	1	7	1	4	1	2	1	1	NA	150	150	NA	1000	2.5	sjela přes cestu	1	Aval
15797	03.01.2002	820	01.II	LD	V	3	1	2002	27	NA	6		7	1	1	1	4	1	4	1	3	NA	300	200	NA	700	2.5	vyjela nad cestu do protisvahu 150 m a stočila se	1	Aval
15798	03.01.2002	821	01.II	LD	V	3	1	2002	28	NA	5		7	1	7	1	4	1	2	1	3.5	NA	50	70	NA	700	2	přejela přes Labe	1	Aval
15799	03.01.2002	822	01.II	LD	V	3	1	2002	29	NA	5		7	1	1	1	4	1	2	1	4	NA	200	200	NA	650	2	odtrh převěje 4 m	1	Aval
15800	03.01.2002	823	01.II	LD	V	3	1	2002	30	NA	5		1	1	2	1	4	1	1	1	0.3	NA	40	70	NA	600	2.5	lavina sjela až do Labe	1	Aval
15801	03.01.2002	824	01.II	LD	SV	3	1	2002	31	NA	3		1	1	1	7	4	1	1	1	0.9	NA	130	100	NA	450	2	sjela až do Labe	1	Aval
15802	03.01.2002	825	01.II	KJ	JV	3	1	2002	36	A	5		7	1	2	1	4	1	1	1	3	NA	50	80	NA	500	2.5	zůstala nad cestou	1	Aval
15803	03.01.2002	826	01.II	KJ	JV	3	1	2002	36	B	5		7	1	2	1	4	1	1	1	3	NA	50	50	NA	500	2.5	zůstala nad cestou	1	Aval
15804	03.01.2002	827	01.II	KJ	JV	3	1	2002	36	NA	5		7	1	7	1	4	1	4	1	4	NA	180	100	NA	700	2.5	zničila ve spodní části les	1	Aval
15805	03.01.2002	828	01.II	KJ	JV	3	1	2002	37	NA	6		7	1	7	1	4	1	4	1	1.5	NA	200	150	NA	760	2.5	sjela až do potoka, vylámala les	1	Aval
15824	21.01.2002	829	01.II	OD	JV	21	1	2002	3	NA	2		1	1	7	2	2	7	1	1	0.8	NA	100	80	NA	600	2	NA	1	Aval
15825	21.01.2002	830	01.II	OD	V	21	1	2002	4	NA	5		1	1	1	2	7	1	1	1	3	NA	100	100	NA	450	3	NA	1	Aval
15826	21.01.2002	831	01.II	OD	V	21	1	2002	5	NA	2		2	1	1	2	7	1	1	1	1	NA	100	80	NA	400	2	NA	1	Aval
15827	21.01.2002	832	01.II	DD	J	21	1	2002	10	NA	3		1	1	2	2	4	1	1	1	0.7	NA	40	20	NA	300	1.5	sjela do potoka	1	Aval
15834	27.01.2002	833	01.II	OD	JV	27	1	2002	7	NA	6		3	7	7	2	3	1	1	1	1	NA	80	50	NA	400	1.5	vyjela levá strana (skalní žleby)	1	Aval
15835	27.01.2002	834	01.II	BL	SV	27	1	2002	18	NA	3		1	2	1	2	3	2	1	1	0.7	NA	100	100	NA	600	2	NA	1	Aval
15837	28.01.2002	835	01.II	OD	JV	28	1	2002	6	A	3		1	7	2	2	3	7	2	1	1	NA	40	10	NA	450	3	NA	1	Aval
15838	28.01.2002	836	01.II	OD	JV	28	1	2002	6	B	3		1	7	2	2	3	7	2	1	1	NA	40	50	NA	450	2	NA	1	Aval
15839	28.01.2002	837	01.II	LD	SV	28	1	2002	31	NA	3		1	7	1	2	3	2	2	1	1	NA	100	100	NA	340	2.5	NA	1	Aval
15845	02.02.2002	838	01.II	KJ	JV	2	2	2002	36	A	6		7	2	2	2	7	2	3	1	1	NA	50	40	NA	350	2	základová s příměsí	1	Aval
15846	02.02.2002	839	01.II	KJ	JV	2	2	2002	36	B	5		4	7	2	2	7	2	2	1	0.6	NA	60	30	NA	350	2	základová s příměsí	1	Aval
15851	06.02.2002	840	01.II	LD	V	6	2	2002	28	NA	5		8	7	2	2	3	7	1	1	2.5	NA	60	50	NA	450	1	pád převisů	1	Aval
15852	06.02.2002	841	01.II	LD	V	6	2	2002	29	NA	5		7	7	1	2	3	7	2	1	3	NA	200	180	NA	460	1	NA	1	Aval
15853	06.02.2002	842	01.II	LD	V	6	2	2002	30	NA	5		7	7	2	2	3	7	2	1	1	NA	80	60	NA	500	1.5	sjela až k Labi	1	Aval
15854	06.02.2002	843	01.II	LD	SV	6	2	2002	31	NA	1		7	7	1	2	3	7	2	1	1	NA	150	100	NA	350	1	sjela až do Labe	1	Aval
15855	06.02.2002	844	01.II	LD	SV	6	2	2002	32	NA	5		8	7	2	2	3	7	1	1	2	NA	180	100	NA	360	2	zůstala stát na Assmanově plošině	1	Aval
15856	06.02.2002	845	01.II	LD	SV	6	2	2002	33	NA	5		1	7	2	2	3	7	1	1	2	NA	100	70	NA	30	1.5	pád převěje	1	Aval
15863	12.02.2002	846	01.II	OD	JV	12	2	2002	6	C	6		7	2	2	2	7	2	3	1	1	NA	50	40	NA	350	2	NA	1	Aval
15865	13.02.2002	847	01.II	LD	SV	13	2	2002	32	NA	5		1	2	7	2	3	2	1	1	1	NA	100	100	NA	360	2	zůstala na Assmanově plošina	1	Aval
15879	26.02.2002	848	01.II	KJ	JV	26	2	2002	37	NA	3		2	1	7	1	4	1	4	1	1.5	NA	200	150	NA	950	2.5	vykácela les a sjela až do potoka	1	Aval
15881	27.02.2002	849	01.II	KJ	V	27	2	2002	37	A	3		1	7	1	2	2	7	1	1	0.7	NA	80	70	NA	300	1.5	sjela do cesty	1	Aval
15888	05.03.2002	850	01.II	OD	JV	5	3	2002	6	A	1		2	7	7	2	4	7	2	1	1	NA	40	20	NA	400	1	žlab vyjel při oteplení	1	Aval
15889	05.03.2002	851	01.II	OD	JV	5	3	2002	6	B	5		2	7	7	2	4	7	2	1	1	NA	40	15	NA	400	1	žlab vyjel při oteplení	1	Aval
15896	11.03.2002	852	01.II	OD	V	11	3	2002	4	NA	5		1	7	7	2	2	7	1	1	4	NA	160	100	NA	550	2.5	pád převisů	1	Aval
15898	12.03.2002	853	01.II	OD	JV	12	3	2002	7	NA	4		4	7	7	2	1	7	3	1	4	NA	230	200	NA	730	4	základová, vyrvala zeminu až na skálu	1	Aval
15913	26.03.2002	854	01.II	DD	JZ	26	3	2002	11	NA	3		1	1	7	7	4	1	1	1	0.8	NA	180	100	NA	700	2	zůstala v horní části	1	Aval
15914	26.03.2002	855	01.II	KJ	J	26	3	2002	35	NA	3		1	1	1	7	4	1	1	1	1.5	NA	150	200	NA	850	1.5	sjela pod cestu, vylámala podrost	1	Aval
15918	29.03.2002	856	01.II	OD	JV	29	3	2002	7	NA	3		7	7	7	2	3	7	3	1	1.5	NA	100	100	NA	550	1	sjela po trávě a skále	1	Aval
15951	30.04.2002	857	01.II	OD	JV	30	4	2002	3	NA	5		1	2	7	2	3	2	3	1	2.5	NA	100	70	NA	460	2	základová (vytrhla kamení a zeminu)	1	Aval
15952	30.04.2002	858	01.II	OD	V	30	4	2002	4	NA	5		1	2	1	2	7	2	1	1	0.5	NA	40	40	NA	460	2.5	NA	1	Aval
15953	30.04.2002	859	01.II	OD	V	30	4	2002	5	NA	3		4	2	7	2	7	2	3	1	2.5	NA	100	70	NA	400	2	základová (levá strana svahu)	1	Aval
15956	02.05.2002	860	01.II	OD	JV	2	5	2002	3	NA	5		4	2	7	2	3	2	3	1	3	NA	50	40	NA	460	2.5	základová (vytrhla kamení a zeminu)	1	Aval
15957	02.05.2002	861	01.II	OD	V	2	5	2002	5	NA	5		4	2	7	2	7	2	3	1	1.8	NA	50	50	NA	460	1.5	základová (velké množství zeminy)	1	Aval
16154	14.11.2002	862	02.III	OD	JV	14	11	2002	3	NA	2		4	7	2	7	7	7	2	1	0.3	NA	100	30	NA	400	1	základová lavina	1	Aval
16234	01.02.2003	863	02.III	KJ	J	1	2	2003	35	NA	3		2	1	1	2	4	1	1	2	0.4	NA	50	50	NA	250	1	NA	1	Aval
16235	01.02.2003	864	02.III	KJ	JV	1	2	2003	37	NA	3		2	1	7	2	4	1	1	2	0.5	NA	40	40	NA	300	1	NA	1	Aval
16243	08.02.2003	865	02.III	LD	SV	8	2	2003	31	NA	2		1	1	1	7	4	1	2	1	0.5	NA	50	50	NA	480	1	NA	1	Aval
16245	09.02.2003	866	02.III	LD	V	9	2	2003	28	NA	6		2	1	1	2	4	1	1	1	1	NA	70	60	NA	500	3	lavina se v potoku rozdělila	1	Aval
16284	19.03.2003	867	02.III	KJ	JV	19	3	2003	37	NA	3		7	2	7	2	3	2	2	1	0.6	NA	80	60	NA	400	1	lavina sjela za velkého tepla (10°C)	1	Aval
16306	09.04.2003	868	02.III	OD	V	9	4	2003	4	NA	5		2	7	7	2	3	7	2	1	2	NA	80	60	NA	600	12	NA	1	Aval
16307	09.04.2003	869	02.III	DD	JZ	9	4	2003	11	NA	6		2	7	7	2	4	7	2	1	0.8	NA	40	40	NA	300	1	lavina malých rozměrů	1	Aval
16309	10.04.2003	870	02.III	OD	JV	10	4	2003	6	NA	2		1	7	1	2	4	7	1	1	0.6	NA	50	40	NA	350	0.7	NA	1	Aval
16310	10.04.2003	871	02.III	MD	J	10	4	2003	8	NA	2		2	7	1	2	2	2	1	1	0.8	NA	80	80	NA	100	2	NA	1	Aval
16576	31.12.2003	872	03.IV	OD	J	31	12	2003	1	NA	5		2	1	2	7	2	1	2	1	1.5	NA	20	20	NA	600	3	NA	1	Aval
16594	17.01.2004	873	03.IV	OD	J	17	1	2004	1	A	6		2	1	2	1	4	1	2	1	1	NA	50	30	NA	650	3	pád po velké vychřici	1	Aval
16595	17.01.2004	874	03.IV	OD	JV	17	1	2004	6	NA	3		1	1	1	2	4	1	1	1	1	NA	150	100	NA	400	1.5	zůstala v horní třetině	1	Aval
16596	17.01.2004	875	03.IV	BL	SV	17	1	2004	18	NA	6		2	1	7	7	2	1	1	1	0.6	NA	100	80	NA	450	2	NA	1	Aval
16597	17.01.2004	876	03.IV	LD	SV	17	1	2004	32	NA	6		8	1	7	2	2	1	1	1	0.8	NA	50	50	NA	250	1.5	vyjela pravá strana	1	Aval
16606	25.01.2004	877	03.IV	OD	JV	25	1	2004	3	NA	6		1	1	7	2	4	1	1	1	1	NA	150	100	NA	400	1.5	lavina malého rozsahu	1	Aval
16607	25.01.2004	878	03.IV	KJ	JV	25	1	2004	36	A	5		1	1	7	1	4	1	1	1	1.5	NA	40	20	NA	300	1	NA	1	Aval
16608	25.01.2004	879	03.IV	KJ	JV	25	1	2004	36	NA	5		1	1	7	2	3	1	1	1	1	NA	80	80	NA	300	1	NA	1	Aval
16614	30.01.2004	880	03.IV	OD	V	30	1	2004	4	NA	6		2	1	7	2	4	1	1	1	1	NA	100	80	NA	400	1	NA	1	Aval
16615	30.01.2004	881	03.IV	OD	JV	30	1	2004	7	NA	3		2	1	7	1	4	1	2	1	0.8	NA	100	100	NA	500	0.5	NA	1	Aval
16616	30.01.2004	882	03.IV	DD	JZ	30	1	2004	11	NA	6		2	1	7	2	4	1	1	1	0.7	NA	50	30	NA	350	2	vatvořila se malá převěj v pravé části svahu	1	Aval
16618	31.01.2004	883	03.IV	OD	J	31	1	2004	1	NA	6		1	1	1	2	4	1	1	1	0.5	NA	20	20	NA	450	1	levý žlábek	1	Aval
16619	31.01.2004	884	03.IV	DD	J	31	1	2004	14	NA	2		2	1	2	2	4	1	4	1	0.5	NA	40	30	NA	400	1	NA	1	Aval
16620	31.01.2004	885	03.IV	BL	S	31	1	2004	18	A	3		2	1	7	2	3	1	1	1	0.8	NA	80	80	NA	400	1	sjela až do Labe	1	Aval
16623	02.02.2004	886	03.IV	MD	J	2	2	2004	8	NA	2		1	7	1	2	3	7	1	1	0.3	NA	40	40	NA	200	0.7	za deště povrchová deska v půlce svahu	1	Aval
16626	04.02.2004	887	03.IV	BL	SV	4	2	2004	18	NA	6		1	2	1	2	3	2	1	1	1	NA	100	80	NA	450	2	sjela až do Bílého Labe, na 2 hodiny zastavila elektrárnu	1	Aval
16668	16.03.2004	888	03.IV	DD	JZ	16	3	2004	11	NA	1		1	7	7	2	3	7	1	1	0.3	NA	30	30	NA	200	0.8	vyjela malá lavina	1	Aval
16691	07.04.2004	889	03.IV	OD	JV	7	4	2004	7	NA	5		1	2	2	2	3	2	2	1	0.8	NA	50	50	NA	300	1	vyjela mezi skalami menších rozměrů	1	Aval
16692	07.04.2004	890	03.IV	BL	S	7	4	2004	19	A	3		1	7	7	2	3	7	1	1	0.3	NA	50	40	NA	250	1	NA	1	Aval
16925	25.11.2004	891	04.V	OD	JV	25	11	2004	7	A	1		7	2	2	2	4	2	2	1	0.3	NA	20	50	NA	300	0.5	špinavý sníh	1	Aval
16943	12.12.2004	892	04.V	KJ	J	12	12	2004	35	NA	3		3	7	7	2	4	7	2	1	0.3	NA	40	30	NA	250	1	Harrachovy plotny při teplé inversi	1	Aval
16944	12.12.2004	893	04.V	KJ	JV	12	12	2004	37	NA	3		7	1	7	2	4	7	2	1	0.25	NA	50	50	NA	250	0.8	při teplé inversi	1	Aval
16952	19.12.2004	894	04.V	KJ	JV	19	12	2004	36	NA	5		1	1	2	7	4	1	1	1	0.4	NA	30	30	NA	380	0.4	NA	1	Aval
16953	19.12.2004	895	04.V	KJ	JV	19	12	2004	37	NA	3		1	1	1	2	2	1	1	1	0.3	NA	60	60	NA	380	0.7	NA	1	Aval
16971	05.01.2005	896	04.V	OD	V	5	1	2005	5	NA	6		1	1	2	2	4	1	1	1	0.8	NA	100	40	NA	300	2	lavina zůsatala v horní části	1	Aval
16973	06.01.2005	897	04.V	OD	JV	6	1	2005	3	NA	6		7	1	7	7	7	4	1	1	0.1	NA	300	80	NA	650	1.5	vjela v celé části, v pravo vylámala nálet	1	Aval
16974	06.01.2005	898	04.V	OD	V	6	1	2005	4	NA	5		2	1	7	2	4	1	1	1	0.1	NA	80	40	NA	350	2	NA	1	Aval
16975	06.01.2005	899	04.V	LD	V	6	1	2005	28	NA	3		7	1	1	2	3	1	2	1	0.8	NA	70	70	NA	350	1.5	utrhla se v pravé části žlabu	1	Aval
16977	07.01.2005	900	04.V	LD	V	7	1	2005	28	NA	5		1	1	7	2	4	1	1	1	0.2	NA	40	30	NA	360	1.5	lavina sjela až do Labe	1	Aval
16978	07.01.2005	901	04.V	LD	SV	7	1	2005	32	NA	6		8	1	2	7	4	1	1	1	0.6	NA	30	30	NA	350	0.8	NA	1	Aval
16979	07.01.2005	902	04.V	LD	SV	7	1	2005	33	NA	3		1	1	7	7	4	1	1	1	0.3	NA	100	100	NA	360	0.9	povrchová lavina	1	Aval
16980	07.01.2005	903	04.V	KJ	JV	7	1	2005	36	A	5		1	1	1	2	3	1	1	1	1.3	NA	40	50	NA	300	1.5	NA	1	Aval
16981	07.01.2005	904	04.V	KJ	JV	7	1	2005	36	NA	5		1	1	1	2	2	1	1	1	0.1	NA	100	80	NA	360	1.8	NA	1	Aval
16982	07.01.2005	905	04.V	KJ	V	7	1	2005	37	A	2		2	1	1	2	2	1	1	1	0.8	NA	100	100	NA	150	1	větší skluz sněhu	1	Aval
16983	07.01.2005	906	04.V	KJ	JV	7	1	2005	37	NA	6		1	1	1	2	3	1	1	1	1.8	NA	100	50	NA	400	1.3	NA	1	Aval
16988	11.01.2005	907	04.V	OD	V	11	1	2005	4	NA	6		1	1	1	2	4	1	1	1	0.5	NA	100	100	NA	350	1	pád převěje	1	Aval
16989	11.01.2005	908	04.V	OD	V	11	1	2005	5	NA	3		1	1	7	2	2	1	1	1	0.4	NA	120	50	NA	400	1.5	lavina zůstala v horní části	1	Aval
16990	11.01.2005	909	04.V	OD	JV	11	1	2005	6	A	3		1	1	2	7	4	1	2	1	0.4	NA	30	30	NA	400	1	NA	1	Aval
16991	11.01.2005	910	04.V	OD	JV	11	1	2005	7	A	5		1	1	2	7	4	1	2	1	0.4	NA	30	30	NA	200	0.4	spadla při slabém oteplení	1	Aval
16992	11.01.2005	911	04.V	OD	JV	11	1	2005	7	NA	3		1	1	7	7	2	1	2	1	0.4	NA	50	50	NA	250	0.5	NA	1	Aval
17002	20.01.2005	912	04.V	BL	SV	20	1	2005	18	NA	3		2	1	7	1	4	1	1	1	0.1	NA	150	150	NA	500	0.5	lavina sjela do Labe, ucpala vodu na tři hodiny	1	Aval
17003	20.01.2005	913	04.V	KJ	JV	20	1	2005	36	B	6		1	1	7	2	4	1	1	1	0.6	NA	40	40	NA	350	0.7	NA	1	Aval
17007	23.01.2005	914	04.V	OD	JV	23	1	2005	7	A	5		1	1	2	7	4	1	1	1	0.2	NA	70	60	NA	300	2	vyjela levá strana	1	Aval
17008	23.01.2005	915	04.V	OD	JV	23	1	2005	7	NA	6		1	1	2	1	4	1	2	1	0.6	NA	70	70	NA	300	1	NA	1	Aval
17009	23.01.2005	916	04.V	DD	JZ	23	1	2005	11	A	3		1	1	7	2	4	1	1	1	0.6	NA	60	60	NA	160	2	lavina zůstala ve žlabu	1	Aval
17010	23.01.2005	917	04.V	DD	JZ	23	1	2005	11	NA	6		1	1	2	2	4	1	1	1	0.7	NA	50	50	NA	200	2	lavina zůstala ve žlabu	1	Aval
17016	28.01.2005	918	04.V	KJ	J	28	1	2005	35	NA	2		2	1	7	1	4	1	4	1	1	NA	150	200	NA	650	1	lavina narazila do protisvahu (viz foto)	1	Aval
17017	28.01.2005	919	04.V	KJ	JV	28	1	2005	36	A	6		2	1	2	1	4	1	1	1	1	NA	40	30	NA	400	0.5	NA	1	Aval
17038	17.02.2005	920	04.V	LD	JV	17	2	2005	26	NA	3		2	1	7	7	3	1	1	1	0.7	NA	100	100	NA	450	1	vyjel prostřední žlab	1	Aval
17040	18.02.2005	921	04.V	OD	JV	18	2	2005	7	NA	3		1	1	7	7	4	1	1	1	0.1	NA	120	100	NA	600	1	NA	1	Aval
17047	24.02.2005	922	04.V	OD	JV	24	2	2005	3	NA	5		1	1	1	2	2	1	1	1	0.3	NA	40	30	NA	300	0.8	NA	1	Aval
17048	24.02.2005	923	04.V	OD	V	24	2	2005	4	NA	5		1	1	7	2	2	1	1	1	0.4	NA	50	30	NA	200	0.8	zůstala stát v horní části	1	Aval
17049	24.02.2005	924	04.V	OD	V	24	2	2005	5	NA	6		1	1	7	2	2	1	1	1	0.3	NA	30	30	NA	250	1.5	NA	1	Aval
17050	24.02.2005	925	04.V	OD	JV	24	2	2005	6	NA	2		1	1	1	2	3	1	1	1	0.8	NA	100	100	NA	350	1.5	zůstala nad skalnatým prahem	1	Aval
17056	01.03.2005	926	04.V	OD	J	1	3	2005	1	NA	5		2	1	2	7	4	1	2	1	0.7	NA	15	15	NA	300	1	NA	1	Aval
17064	08.03.2005	927	04.V	KJ	JV	8	3	2005	36	NA	3		1	1	7	1	4	1	1	1	0.8	NA	100	100	NA	490	1	NA	1	Aval
17070	13.03.2005	928	04.V	BL	SV	13	3	2005	18	NA	3		2	1	7	1	2	1	1	1	0.6	NA	100	100	NA	500	2	lavina sjela až do Labe	1	Aval
17072	14.03.2005	929	04.V	DD	J	14	3	2005	14	NA	3		1	1	2	1	2	1	4	1	0.9	NA	50	20	NA	780	1.5	ve spodní části Dolského potoka vylámala stromky	1	Aval
17073	14.03.2005	930	04.V	DD	J	14	3	2005	14	NA	3		1	1	2	1	2	1	4	1	0.8	NA	120	120	NA	150	2.5	pád laviny v pasece po pravé straně k. č. 14	1	Aval
17074	14.03.2005	931	04.V	DD	SV	14	3	2005	16	NA	3		1	1	2	1	2	1	4	1	0.1	NA	100	100	NA	700	1.5	NA	1	Aval
17075	14.03.2005	932	04.V	KJ	JV	14	3	2005	36	A	3		1	1	2	2	4	1	1	1	0.6	NA	40	50	NA	380	1	NA	1	Aval
17076	14.03.2005	933	04.V	KJ	JV	14	3	2005	37	NA	3		1	1	7	1	2	1	4	1	0.8	NA	200	100	NA	480	1.5	v dolní části vylámala několik stromů	1	Aval
17080	17.03.2005	934	04.V	OD	J	17	3	2005	2	NA	2		2	1	7	1	4	1	4	1	1.3	NA	160	180	NA	750	1	vylámala pravou stranu lesa	1	Aval
17081	17.03.2005	935	04.V	OD	JV	17	3	2005	3	NA	2		2	1	7	2	2	1	1	1	1	NA	80	40	NA	380	2	NA	1	Aval
17082	17.03.2005	936	04.V	OD	V	17	3	2005	4	NA	2		1	1	1	7	4	1	4	1	1.2	NA	280	150	NA	500	3	šíroký čárový odtrh	1	Aval
17083	17.03.2005	937	04.V	OD	JV	17	3	2005	7	NA	2		1	1	7	1	4	1	4	1	1	NA	100	100	NA	850	1	lavina sjela až do lesa	1	Aval
