date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
03.05.1962	NA	NA	0	NA	0.5	NA	NA	NA	NA	NA	NA
04.05.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
05.05.1962	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
06.05.1962	NA	0	0	NA	7.5	NA	NA	NA	NA	NA	NA
07.05.1962	NA	0	0	NA	6.8	NA	NA	NA	NA	NA	NA
08.05.1962	NA	0	0	NA	10	NA	NA	NA	NA	NA	NA
09.05.1962	NA	0	0	NA	2.5	NA	NA	NA	NA	NA	NA
10.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.05.1962	NA	0	0	NA	15	NA	NA	NA	NA	NA	NA
12.05.1962	NA	0	0	NA	5	NA	NA	NA	NA	NA	NA
13.05.1962	NA	0	0	NA	18	NA	NA	NA	NA	NA	NA
14.05.1962	NA	0	0	NA	4.1	NA	NA	NA	NA	NA	NA
15.05.1962	NA	0	0	NA	5.8	NA	NA	NA	NA	NA	NA
16.05.1962	NA	0	0	NA	13.3	NA	NA	NA	NA	NA	NA
17.05.1962	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA
18.05.1962	NA	0	0	NA	15.3	NA	NA	NA	NA	NA	NA
19.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.05.1962	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
21.05.1962	NA	0	0	NA	4.3	NA	NA	NA	NA	NA	NA
22.05.1962	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
23.05.1962	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA
24.05.1962	NA	0	0	NA	0.4	NA	NA	NA	NA	NA	NA
25.05.1962	NA	0	0	NA	3.6	NA	NA	NA	NA	NA	NA
26.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
27.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
28.05.1962	NA	0	0	NA	2.1	NA	NA	NA	NA	NA	NA
29.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.05.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.09.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.10.1962	NA	0	0	NA	2.1	NA	NA	NA	NA	NA	NA
05.10.1962	NA	0	0	NA	7	NA	NA	NA	NA	NA	NA
06.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
07.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
09.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
12.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
13.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
15.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
16.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
17.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.10.1962	NA	0	0	NA	0.8	NA	NA	NA	NA	NA	NA
19.10.1962	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
20.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
26.10.1962	NA	0	0	NA	7.9	NA	NA	NA	NA	NA	NA
27.10.1962	NA	0	0	NA	1.3	NA	NA	NA	NA	NA	NA
28.10.1962	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA
29.10.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.10.1962	NA	0	0	NA	10.4	NA	NA	NA	NA	NA	NA
31.10.1962	NA	0	0	NA	5.7	NA	NA	NA	NA	NA	NA
01.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
07.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.11.1962	NA	0	0	NA	1.7	NA	NA	NA	NA	NA	NA
09.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.11.1962	NA	0	0	NA	0.5	NA	NA	NA	NA	NA	NA
11.11.1962	NA	0	0	NA	0.6	NA	NA	NA	NA	NA	NA
12.11.1962	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA
13.11.1962	NA	0	0	NA	2.9	NA	NA	NA	NA	NA	NA
14.11.1962	NA	0	0	NA	3	NA	NA	NA	NA	NA	NA
15.11.1962	NA	0	1	NA	0.4	NA	NA	NA	NA	NA	NA
16.11.1962	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA
17.11.1962	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.11.1962	NA	0	2	NA	0.8	NA	NA	NA	NA	NA	NA
19.11.1962	NA	2	1	NA	0.3	NA	NA	NA	NA	NA	NA
20.11.1962	NA	3	2	NA	0.6	NA	NA	NA	NA	NA	NA
21.11.1962	NA	5	0	NA	0	NA	NA	NA	NA	NA	NA
22.11.1962	NA	5	0	NA	0	NA	NA	NA	NA	NA	NA
23.11.1962	NA	5	0	NA	0	NA	NA	NA	NA	NA	NA
24.11.1962	NA	3	0	NA	0	NA	NA	NA	NA	NA	NA
25.11.1962	NA	3	0	NA	0	NA	NA	NA	NA	NA	NA
26.11.1962	NA	2	0	NA	0	NA	NA	NA	NA	NA	NA
27.11.1962	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA
28.11.1962	NA	0	3	NA	1.5	NA	NA	NA	NA	NA	NA
29.11.1962	NA	3	10	NA	8.1	NA	NA	NA	NA	NA	NA
30.11.1962	NA	13	4	NA	2	NA	NA	NA	NA	NA	NA
01.12.1962	NA	17	0	NA	0	NA	NA	NA	NA	NA	NA
02.12.1962	NA	17	0	NA	0	NA	NA	NA	NA	NA	NA
03.12.1962	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
04.12.1962	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
05.12.1962	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
06.12.1962	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
07.12.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
08.12.1962	NA	14	12	NA	9.5	NA	NA	NA	NA	NA	NA
09.12.1962	NA	25	3	NA	2	NA	NA	NA	NA	NA	NA
10.12.1962	NA	28	15	NA	13.3	NA	NA	NA	NA	NA	NA
11.12.1962	NA	43	19	NA	17.3	NA	NA	NA	NA	NA	NA
12.12.1962	NA	62	3	NA	2	NA	NA	NA	NA	NA	NA
13.12.1962	NA	65	14	NA	11.4	NA	NA	NA	NA	NA	NA
14.12.1962	NA	79	30	NA	23.1	NA	NA	NA	NA	NA	NA
15.12.1962	NA	109	2	NA	1	NA	NA	NA	NA	NA	NA
16.12.1962	NA	111	20	NA	17.4	NA	NA	NA	NA	NA	NA
17.12.1962	NA	131	18	NA	16.5	NA	NA	NA	NA	NA	NA
18.12.1962	NA	149	1	NA	0.5	NA	NA	NA	NA	NA	NA
19.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
20.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
21.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
22.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
23.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
24.12.1962	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
25.12.1962	NA	150	2	NA	1.1	NA	NA	NA	NA	NA	NA
26.12.1962	NA	152	0	NA	0	NA	NA	NA	NA	NA	NA
27.12.1962	NA	152	0	NA	0	NA	NA	NA	NA	NA	NA
28.12.1962	NA	152	0	NA	0	NA	NA	NA	NA	NA	NA
29.12.1962	NA	152	0	NA	0	NA	NA	NA	NA	NA	NA
30.12.1962	NA	152	6	NA	4.7	NA	NA	NA	NA	NA	NA
31.12.1962	NA	158	0	NA	0	NA	NA	NA	NA	NA	NA
01.01.1963	NA	158	0	NA	0	NA	NA	NA	NA	NA	NA
02.01.1963	NA	158	5	NA	4.5	NA	NA	NA	NA	NA	NA
03.01.1963	NA	163	1	NA	3.5	NA	NA	NA	NA	NA	NA
04.01.1963	NA	164	1	NA	1.5	NA	NA	NA	NA	NA	NA
05.01.1963	NA	165	0	NA	0.8	NA	NA	NA	NA	NA	NA
06.01.1963	NA	165	0	NA	0	NA	NA	NA	NA	NA	NA
07.01.1963	NA	165	0	NA	0	NA	NA	NA	NA	NA	NA
08.01.1963	NA	140	0	NA	0.4	NA	NA	NA	NA	NA	NA
09.01.1963	NA	140	0	NA	0	NA	NA	NA	NA	NA	NA
10.01.1963	NA	140	0	NA	0	NA	NA	NA	NA	NA	NA
11.01.1963	NA	140	0	NA	0	NA	NA	NA	NA	NA	NA
12.01.1963	NA	140	5	NA	2.1	NA	NA	NA	NA	NA	NA
13.01.1963	NA	145	15	NA	6	NA	NA	NA	NA	NA	NA
14.01.1963	NA	160	3	NA	1	NA	NA	NA	NA	NA	NA
15.01.1963	NA	163	1	NA	0.8	NA	NA	NA	NA	NA	NA
16.01.1963	NA	164	1	NA	0.6	NA	NA	NA	NA	NA	NA
17.01.1963	NA	165	1	NA	0.4	NA	NA	NA	NA	NA	NA
18.01.1963	NA	166	0	NA	0	NA	NA	NA	NA	NA	NA
19.01.1963	NA	166	0	NA	0.3	NA	NA	NA	NA	NA	NA
20.01.1963	NA	166	1	NA	0.3	NA	NA	NA	NA	NA	NA
21.01.1963	NA	167	0	NA	0	NA	NA	NA	NA	NA	NA
22.01.1963	NA	167	0	NA	0	NA	NA	NA	NA	NA	NA
23.01.1963	NA	167	3	NA	1.5	NA	NA	NA	NA	NA	NA
24.01.1963	NA	170	0	NA	0	NA	NA	NA	NA	NA	NA
25.01.1963	NA	170	0	NA	0	NA	NA	NA	NA	NA	NA
26.01.1963	NA	170	13	NA	5.5	NA	NA	NA	NA	NA	NA
27.01.1963	NA	183	0	NA	0	NA	NA	NA	NA	NA	NA
28.01.1963	NA	183	0	NA	0	NA	NA	NA	NA	NA	NA
29.01.1963	NA	183	0	NA	0	NA	NA	NA	NA	NA	NA
30.01.1963	NA	183	0	NA	0	NA	NA	NA	NA	NA	NA
31.01.1963	NA	183	0	NA	0	NA	NA	NA	NA	NA	NA
01.02.1963	NA	183	0	NA	0.2	NA	NA	NA	NA	NA	NA
02.02.1963	NA	183	1	NA	0.8	NA	NA	NA	NA	NA	NA
03.02.1963	NA	184	0	NA	0	NA	NA	NA	NA	NA	NA
04.02.1963	NA	184	8	NA	5	NA	NA	NA	NA	NA	NA
05.02.1963	NA	187	3	NA	1.1	NA	NA	NA	NA	NA	NA
06.02.1963	NA	187	0	NA	0	NA	NA	NA	NA	NA	NA
07.02.1963	NA	187	0	NA	0	NA	NA	NA	NA	NA	NA
08.02.1963	NA	187	0	NA	0	NA	NA	NA	NA	NA	NA
09.02.1963	NA	187	0	NA	0	NA	NA	NA	NA	NA	NA
10.02.1963	NA	187	0	NA	0	NA	NA	NA	NA	NA	NA
11.02.1963	NA	187	3	NA	1	NA	NA	NA	NA	NA	NA
12.02.1963	NA	190	5	NA	2	NA	NA	NA	NA	NA	NA
13.02.1963	NA	195	0	NA	0.3	NA	NA	NA	NA	NA	NA
14.02.1963	NA	195	0	NA	0	NA	NA	NA	NA	NA	NA
15.02.1963	NA	195	0	NA	0	NA	NA	NA	NA	NA	NA
16.02.1963	NA	195	0	NA	0	NA	NA	NA	NA	NA	NA
17.02.1963	NA	195	5	NA	2.3	NA	NA	NA	NA	NA	NA
18.02.1963	NA	200	1	NA	0.7	NA	NA	NA	NA	NA	NA
19.02.1963	NA	201	0	NA	0	NA	NA	NA	NA	NA	NA
20.02.1963	NA	201	0	NA	0	NA	NA	NA	NA	NA	NA
21.02.1963	NA	201	0	NA	0	NA	NA	NA	NA	NA	NA
22.02.1963	NA	201	0	NA	0	NA	NA	NA	NA	NA	NA
23.02.1963	NA	201	0	NA	0	NA	NA	NA	NA	NA	NA
24.02.1963	NA	201	1	NA	0.7	NA	NA	NA	NA	NA	NA
25.02.1963	NA	202	0	NA	0	NA	NA	NA	NA	NA	NA
26.02.1963	NA	202	0	NA	0	NA	NA	NA	NA	NA	NA
27.02.1963	NA	202	0	NA	0	NA	NA	NA	NA	NA	NA
28.02.1963	NA	202	0	NA	0	NA	NA	NA	NA	NA	NA
01.03.1963	NA	190	0	NA	0	NA	NA	NA	NA	NA	NA
02.03.1963	NA	180	0	NA	0	NA	NA	NA	NA	NA	NA
03.03.1963	NA	170	0	NA	0	NA	NA	NA	NA	NA	NA
04.03.1963	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
05.03.1963	NA	150	0	NA	0	NA	NA	NA	NA	NA	NA
06.03.1963	NA	140	0	NA	0	NA	NA	NA	NA	NA	NA
07.03.1963	NA	130	0	NA	0	NA	NA	NA	NA	NA	NA
08.03.1963	NA	120	0	NA	2.1	NA	NA	NA	NA	NA	NA
09.03.1963	NA	110	0	NA	0	NA	NA	NA	NA	NA	NA
10.03.1963	NA	100	0	NA	0	NA	NA	NA	NA	NA	NA
11.03.1963	NA	90	3	NA	5.8	NA	NA	NA	NA	NA	NA
12.03.1963	NA	93	8	NA	10.4	NA	NA	NA	NA	NA	NA
13.03.1963	NA	101	0	NA	0	NA	NA	NA	NA	NA	NA
14.03.1963	NA	101	0	NA	0	NA	NA	NA	NA	NA	NA
15.03.1963	NA	101	0	NA	0	NA	NA	NA	NA	NA	NA
16.03.1963	NA	101	1	NA	0.5	NA	NA	NA	NA	NA	NA
17.03.1963	NA	102	0	NA	0	NA	NA	NA	NA	NA	NA
18.03.1963	NA	102	2	NA	0.9	NA	NA	NA	NA	NA	NA
19.03.1963	NA	104	0	NA	0	NA	NA	NA	NA	NA	NA
20.03.1963	NA	104	2	NA	3	NA	NA	NA	NA	NA	NA
21.03.1963	NA	106	1	NA	1.6	NA	NA	NA	NA	NA	NA
22.03.1963	NA	107	0	NA	0	NA	NA	NA	NA	NA	NA
23.03.1963	NA	107	0	NA	0.3	NA	NA	NA	NA	NA	NA
24.03.1963	NA	107	0	NA	0	NA	NA	NA	NA	NA	NA
25.03.1963	NA	107	10	NA	13.6	NA	NA	NA	NA	NA	NA
26.03.1963	NA	117	0	NA	0.2	NA	NA	NA	NA	NA	NA
27.03.1963	NA	117	0	NA	0	NA	NA	NA	NA	NA	NA
28.03.1963	NA	117	0	NA	0	NA	NA	NA	NA	NA	NA
29.03.1963	NA	117	0	NA	0.4	NA	NA	NA	NA	NA	NA
30.03.1963	NA	117	0	NA	0.3	NA	NA	NA	NA	NA	NA
31.03.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
01.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
02.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
03.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
04.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
05.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
06.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
07.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
08.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
09.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
10.04.1963	NA	NA	0	NA	15.6	NA	NA	NA	NA	NA	NA
11.04.1963	NA	NA	0	NA	0.8	NA	NA	NA	NA	NA	NA
12.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
13.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
14.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
15.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
16.04.1963	NA	NA	0	NA	0.3	NA	NA	NA	NA	NA	NA
17.04.1963	NA	NA	0	NA	2.3	NA	NA	NA	NA	NA	NA
18.04.1963	NA	NA	0	NA	0.1	NA	NA	NA	NA	NA	NA
19.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
20.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
21.04.1963	NA	NA	0	NA	0.7	NA	NA	NA	NA	NA	NA
22.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
23.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
24.04.1963	NA	NA	0	NA	0.2	NA	NA	NA	NA	NA	NA
25.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
26.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
27.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
28.04.1963	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
29.04.1963	NA	NA	0	NA	15.7	NA	NA	NA	NA	NA	NA
30.04.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.05.1963	NA	0	0	NA	10.6	NA	NA	NA	NA	NA	NA
02.05.1963	NA	0	0	NA	12.7	NA	NA	NA	NA	NA	NA
03.05.1963	NA	0	0	NA	7.6	NA	NA	NA	NA	NA	NA
04.05.1963	NA	0	0	NA	10.1	NA	NA	NA	NA	NA	NA
05.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
07.05.1963	NA	0	0	NA	0.1	NA	NA	NA	NA	NA	NA
08.05.1963	NA	0	0	NA	2.1	NA	NA	NA	NA	NA	NA
09.05.1963	NA	0	0	NA	5.7	NA	NA	NA	NA	NA	NA
10.05.1963	NA	0	0	NA	2.5	NA	NA	NA	NA	NA	NA
11.05.1963	NA	0	0	NA	6.9	NA	NA	NA	NA	NA	NA
12.05.1963	NA	0	0	NA	3.2	NA	NA	NA	NA	NA	NA
13.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.05.1963	NA	0	0	NA	2.2	NA	NA	NA	NA	NA	NA
15.05.1963	NA	0	0	NA	17.7	NA	NA	NA	NA	NA	NA
16.05.1963	NA	0	0	NA	4.1	NA	NA	NA	NA	NA	NA
17.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.05.1963	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
19.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.05.1963	NA	0	0	NA	21	NA	NA	NA	NA	NA	NA
24.05.1963	NA	0	0	NA	0.5	NA	NA	NA	NA	NA	NA
25.05.1963	NA	0	0	NA	8.1	NA	NA	NA	NA	NA	NA
26.05.1963	NA	0	0	NA	6.4	NA	NA	NA	NA	NA	NA
27.05.1963	NA	0	0	NA	2.2	NA	NA	NA	NA	NA	NA
28.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
29.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.05.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.09.1963	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
01.10.1963	NA	0	0	NA	4.2	NA	NA	NA	NA	NA	NA
02.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.10.1963	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA
04.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.10.1963	NA	0	0	NA	11.3	NA	NA	NA	NA	NA	NA
06.10.1963	NA	0	0	NA	9.2	NA	NA	NA	NA	NA	NA
07.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.10.1963	NA	0	0	NA	0.7	NA	NA	NA	NA	NA	NA
09.10.1963	NA	0	0	NA	6.2	NA	NA	NA	NA	NA	NA
10.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
12.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
13.10.1963	NA	0	0	NA	10.3	NA	NA	NA	NA	NA	NA
14.10.1963	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
15.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
16.10.1963	NA	0	0	NA	4.9	NA	NA	NA	NA	NA	NA
17.10.1963	NA	0	0	NA	0.3	NA	NA	NA	NA	NA	NA
18.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.10.1963	NA	0	0	NA	5.1	NA	NA	NA	NA	NA	NA
22.10.1963	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA
23.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
26.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
27.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
28.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
29.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.10.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
31.10.1963	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
01.11.1963	NA	0	0	NA	2.7	NA	NA	NA	NA	NA	NA
02.11.1963	NA	0	0	NA	1.3	NA	NA	NA	NA	NA	NA
03.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.11.1963	NA	0	0	NA	6.1	NA	NA	NA	NA	NA	NA
07.11.1963	NA	0	0	NA	12.2	NA	NA	NA	NA	NA	NA
08.11.1963	NA	0	0	NA	5.4	NA	NA	NA	NA	NA	NA
09.11.1963	NA	0	0	NA	5.5	NA	NA	NA	NA	NA	NA
10.11.1963	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA
11.11.1963	NA	0	0	NA	3.4	NA	NA	NA	NA	NA	NA
12.11.1963	NA	0	0	NA	17.6	NA	NA	NA	NA	NA	NA
13.11.1963	NA	0	0	NA	2.7	NA	NA	NA	NA	NA	NA
14.11.1963	NA	0	0	NA	8.5	NA	NA	NA	NA	NA	NA
15.11.1963	NA	0	0	NA	10.8	NA	NA	NA	NA	NA	NA
16.11.1963	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
17.11.1963	NA	0	0	NA	3.4	NA	NA	NA	NA	NA	NA
18.11.1963	NA	0	0	NA	18.7	NA	NA	NA	NA	NA	NA
19.11.1963	NA	0	0	NA	29.2	NA	NA	NA	NA	NA	NA
20.11.1963	NA	0	8	NA	10.5	NA	NA	NA	NA	NA	NA
21.11.1963	NA	8	0	NA	11.1	NA	NA	NA	NA	NA	NA
22.11.1963	NA	2	0	NA	0	NA	NA	NA	NA	NA	NA
23.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.11.1963	NA	0	0	NA	3	NA	NA	NA	NA	NA	NA
26.11.1963	NA	0	0	NA	2.4	NA	NA	NA	NA	NA	NA
27.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
28.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
29.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.11.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.12.1963	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA
05.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.12.1963	NA	0	0	NA	0.4	NA	NA	NA	NA	NA	NA
07.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
09.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.12.1963	NA	0	8	NA	1.8	NA	NA	NA	NA	NA	NA
12.12.1963	NA	8	0	NA	0.2	NA	NA	NA	NA	NA	NA
13.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.12.1963	NA	0	1	NA	0.4	NA	NA	NA	NA	NA	NA
15.12.1963	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA
16.12.1963	NA	0	0	NA	0.1	NA	NA	NA	NA	NA	NA
17.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.12.1963	NA	0	0	NA	9.8	NA	NA	NA	NA	NA	NA
26.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
27.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
28.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
29.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.12.1963	NA	0	0	NA	0.1	NA	NA	NA	NA	NA	NA
31.12.1963	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.01.1964	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.01.1964	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.01.1964	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.01.1964	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
