date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
11.10.1988	97	0	0	NA	0	1.2	7.9	NA	5.7	8	13
12.10.1988	100	0	0	NA	1	0	8.3	NA	3.3	4	14.25
13.10.1988	100	0	0	NA	0	2.1	9.4	NA	3.3	4	14.25
14.10.1988	78	0	0	NA	0	8.8	9.8	NA	2	2	10.5
15.10.1988	90	0	0	NA	0	3.1	7.8	NA	3.7	6	13
16.10.1988	80	0	0	0	0	8	9.8	NA	1.7	2	15.5
17.10.1988	81	0	0	NA	0.6	8.6	10.7	NA	2.3	3	23.25
18.10.1988	73	0	0	NA	0	4.2	7.9	NA	2.7	4	11
19.10.1988	70	0	0	NA	0.8	4.3	4.4	NA	5	6	13
20.10.1988	100	0	0	NA	0.8	0	2.9	NA	5	6	18.25
21.10.1988	100	0	0	NA	0.4	0	4.2	NA	3.3	5	22.5
22.10.1988	100	0	0	NA	0.2	0.8	1.9	NA	3	3	21.5
23.10.1988	100	0	0	0	2.3	0	2.3	NA	5	6	30
24.10.1988	99	0	0	NA	0	0	-5.4	NA	3.3	6	1.5
25.10.1988	81	0	0	NA	0	8.5	-4.9	NA	3.3	4	16
26.10.1988	63	0	0	NA	0	6.8	3.6	NA	2.3	4	10
27.10.1988	100	0	0	NA	0	0.6	5.1	NA	3.7	4	28.5
28.10.1988	100	0	2	NA	1.6	1.3	-2.8	NA	7	9	31
29.10.1988	100	2	3	NA	2.4	0	-7.7	NA	4.7	6	35
30.10.1988	100	5	5	NA	5.1	1.2	-7.8	NA	7.3	12	32.5
31.10.1988	100	10	2	NA	2.2	0	-3.2	NA	4.3	6	34
01.11.1988	100	12	8	NA	8.8	0	-4.6	NA	5.3	6	28.5
02.11.1988	100	20	8	NA	10.3	0	-7.8	NA	7.7	8	33.5
03.11.1988	100	25	0	NA	0	7.6	-8	NA	1.3	3	9.75
04.11.1988	39	20	0	NA	0	8.6	-5	NA	2.7	3	11
05.11.1988	80	20	0	NA	0	8.2	-4.4	NA	3.7	4	28
06.11.1988	100	20	2	44.1	2.1	0	-1.9	NA	5.3	6	34
07.11.1988	53	22	0	NA	0	7.5	-5	NA	3.7	4	29
08.11.1988	63	20	0	NA	0	7.8	-3.6	NA	3	4	19.25
09.11.1988	71	19	0	NA	0	8.3	-0.7	NA	2.7	3	17
10.11.1988	88	18	0	NA	0.8	6.6	3.1	NA	2.3	3	25.75
11.11.1988	97	0	0	NA	1.2	2.4	3.5	NA	2.3	3	27
12.11.1988	100	0	20	NA	10.8	0	-0.9	NA	8.7	14	27.75
13.11.1988	100	20	10	70.1	2.6	0	-4	NA	12	16	31
14.11.1988	100	25	1	NA	0.4	3.2	-5.7	NA	6.3	8	31
15.11.1988	100	25	4	NA	1.2	0	-1.4	NA	4	5	31
16.11.1988	80	25	0	NA	0	8.1	1.6	NA	3.3	5	26.5
17.11.1988	100	25	3	NA	13.3	0	-0.3	NA	7	10	25.75
18.11.1988	100	20	6	NA	6.1	0	-7.5	NA	9.7	17	29
19.11.1988	100	26	22	NA	11.4	0	-7.7	NA	1.7	3	13.5
20.11.1988	100	48	5	80.2	1.3	0	-11.6	NA	12	15	36
21.11.1988	99	50	0	NA	0	1.6	-14.2	NA	6.3	10	30.75
22.11.1988	89	48	8	NA	2.5	0	-7.7	NA	7	8	29
23.11.1988	100	45	15	NA	9.3	0	-3.6	NA	10	10	30
24.11.1988	100	50	0	NA	9.2	0	-0.7	NA	16.7	20	31.25
25.11.1988	100	50	7	NA	5	0	-2.5	NA	6.3	7	27
26.11.1988	100	50	10	NA	6.5	0	-4.9	NA	8.7	10	30
27.11.1988	100	55	18	138.2	13	0	-5.9	NA	5	7	23.25
28.11.1988	100	60	6	NA	3	0	-6.1	NA	19.3	25	15.25
29.11.1988	100	62	10	NA	4.4	0.4	-11.4	NA	6.3	10	22.75
30.11.1988	100	65	1	NA	1	0	-4.5	NA	2.3	3	19.75
01.12.1988	100	66	0	NA	1.4	0	0.1	NA	2	3	9
02.12.1988	100	60	3	NA	2	0	-2	NA	0.7	2	9
03.12.1988	100	60	30	NA	20.2	0	-3.1	NA	8.7	12	23.25
04.12.1988	100	80	20	174.1	13.1	0	-3.6	NA	15.7	27	27
05.12.1988	100	90	20	NA	12.2	0	-4.7	NA	8	10	27
06.12.1988	100	110	15	NA	5.6	0	-7.3	NA	12.7	15	31
07.12.1988	100	125	5	NA	4.2	0	-6.5	NA	10	12	31
08.12.1988	99	127	1	NA	0.4	0	-4.2	NA	15.3	16	30
09.12.1988	100	128	0	NA	0	0	-2.3	NA	11.7	15	28
10.12.1988	100	120	20	NA	17.4	0	-0.7	NA	21.7	25	28
11.12.1988	100	116	25	338.3	17.4	0	-3	NA	12.7	17	30.5
12.12.1988	99	119	15	NA	8.6	0	-4.6	NA	15.7	19	31
13.12.1988	100	124	4	NA	2.9	0	-8.1	NA	17.7	23	32.5
14.12.1988	100	128	5	NA	1.6	0	-11.1	NA	11	13	34.5
15.12.1988	89	133	0	NA	0	1.5	-11.3	NA	4	10	23.5
16.12.1988	98	133	6	NA	3.6	0	-7.5	NA	7	10	29
17.12.1988	99	134	35	NA	32.4	0	-4.7	NA	9	12	28.5
18.12.1988	100	150	25	420.3	15.6	0	-3.9	NA	9.3	17	29
19.12.1988	99	162	8	NA	4.3	0	-10.3	NA	15	18	32.25
20.12.1988	97	165	2	NA	0.9	0	-5.9	NA	10	15	27.5
21.12.1988	100	165	0	NA	0.6	0	-1.4	NA	7	12	27
22.12.1988	100	165	25	NA	12.2	0	-1.8	NA	7	10	26.5
23.12.1988	100	180	15	NA	8.2	0	-3.6	NA	18.3	25	27
24.12.1988	100	185	5	NA	1.8	0	-4.6	NA	16.7	25	27
25.12.1988	100	170	0	429	0	0	0.1	NA	12.7	20	31
26.12.1988	100	160	5	NA	1.6	0	-1.3	NA	13.3	25	29
27.12.1988	100	160	0	NA	0	0	-3.4	NA	13.3	17	30
28.12.1988	88	150	0	NA	0	0	1.7	NA	9.3	10	28
29.12.1988	92	150	0	NA	0	6.7	-0.1	NA	7.3	10	30
30.12.1988	100	150	0	NA	0	0	-3.5	NA	14	15	31
31.12.1988	100	150	0	NA	0	0	-1.7	NA	8.7	10	31
01.01.1989	97	150	0	NA	0	6.2	-3.5	NA	2.3	5	24
02.01.1989	79	150	0	NA	0	7.1	-2.1	NA	3.3	4	19
03.01.1989	100	150	0	NA	0	6.8	-3	NA	6	6	27.5
04.01.1989	100	150	15	NA	5	0	-4.5	NA	5.3	7	24
05.01.1989	100	155	10	NA	3.4	0	-7.1	NA	3.3	4	25.75
06.01.1989	99	162	5	NA	2	0	-6.8	NA	9.3	12	29
07.01.1989	100	165	0	NA	7.6	0	-0.3	NA	12.3	16	30
08.01.1989	93	160	0	NA	0	1.3	2.6	NA	6	12	28.5
09.01.1989	96	150	10	NA	4.8	2.9	-0.2	NA	4.7	6	26.5
10.01.1989	94	153	0	NA	0	2.1	-7	NA	6.7	10	29
11.01.1989	93	150	5	NA	1.8	7.1	-2.9	NA	3	6	17.25
12.01.1989	100	150	3	NA	0.8	0	-4.1	NA	8	10	27
13.01.1989	92	152	3	NA	1.2	6.6	-2.1	NA	8.7	15	29
14.01.1989	99	152	0	NA	0	2.5	-3.9	NA	9.3	10	28.75
15.01.1989	100	152	0	NA	0	0	-0.6	NA	8	10	27.5
16.01.1989	100	150	4	NA	1.8	0	-2.3	NA	5.3	6	27
17.01.1989	100	152	0	NA	0	4.1	-4.7	NA	8.7	10	31
18.01.1989	95	152	0	NA	0	6.9	-0.6	NA	6.3	10	31
19.01.1989	71	150	0	NA	0	7.4	1.5	NA	3.7	6	21.25
20.01.1989	90	150	0	NA	0	7	-3.9	NA	4	6	23.25
21.01.1989	93	150	0	NA	0	5.9	-2.9	NA	6.7	10	27
22.01.1989	100	150	0	NA	0	0	-5.7	NA	9	15	29
23.01.1989	79	150	0	NA	0	7.3	-1.5	NA	2	2	31
24.01.1989	42	148	0	NA	0	7.6	1.3	NA	0.7	2	7.75
25.01.1989	53	147	0	NA	0	7.5	2	NA	0.7	2	15.5
26.01.1989	47	147	0	NA	0	7.7	1.2	NA	1.3	4	9
27.01.1989	41	147	0	NA	0	8.2	3.2	NA	2.7	4	28
28.01.1989	92	147	0	NA	0	6	-1.7	NA	6.7	10	30
29.01.1989	89	147	0	NA	0	8.1	-1.7	NA	9.3	10	29
30.01.1989	100	147	0	NA	0	0	1.7	NA	10.7	11	31
31.01.1989	90	143	0	NA	0	7.8	2.6	NA	3.7	5	28
01.02.1989	67	142	0	NA	0	8.4	3.5	NA	1	3	13.5
02.02.1989	68	140	0	NA	0	7.8	0.5	NA	9	10	30.5
03.02.1989	36	140	0	NA	0	7.8	1.3	NA	4.3	6	27
04.02.1989	88	138	1	NA	0.2	3.4	-5.5	NA	6.7	9	29
05.02.1989	100	138	0	NA	0	0	-1.4	NA	5.7	6	28
06.02.1989	100	138	0	NA	0	0	-0.5	NA	4.7	5	29.5
07.02.1989	69	138	0	NA	0	8.4	2.4	NA	3	4	27
08.02.1989	71	135	0	NA	0	8.5	1.4	NA	4	5	21.75
09.02.1989	71	134	0	NA	0	8.7	-0.7	NA	4.3	7	20
10.02.1989	65	134	0	NA	0	8.3	1.5	NA	4.3	5	33.5
11.02.1989	86	134	9	NA	4.2	0	-3	NA	7	10	28
12.02.1989	94	135	5	NA	2.2	0	-7	NA	11	13	28
13.02.1989	99	140	5	NA	2.4	0	-6.3	NA	10	18	26.75
14.02.1989	100	145	16	NA	8.7	0	-5	NA	10	12	27.5
15.02.1989	100	150	5	NA	2.4	1.4	-5.4	NA	11.7	13	28
16.02.1989	98	153	0	NA	0	3.6	-8.9	NA	9	15	29
17.02.1989	95	153	10	NA	8.1	0	-3.2	NA	6.7	8	21
18.02.1989	98	150	0	NA	19.4	0	2.1	NA	7	8	27
19.02.1989	99	148	0	NA	5.6	0	0.2	NA	14.3	20	29
20.02.1989	98	145	0	NA	0	3.1	-6.3	NA	7.3	9	31
21.02.1989	91	145	1	NA	0.1	8.1	-4.6	NA	4.3	5	17.25
22.02.1989	94	145	3	NA	1.8	0	-1.2	NA	7.3	8	19.5
23.02.1989	98	140	0	NA	0.3	0.5	0.8	NA	8.7	13	19
24.02.1989	96	137	0	NA	0	0	1.6	NA	12.7	20	16
25.02.1989	100	135	13	NA	5.8	0	-3.1	NA	4.7	5	24.75
26.02.1989	99	147	20	NA	9.1	0.5	-4.8	NA	7	8	21.25
27.02.1989	100	160	16	NA	8.4	0	-4.2	NA	6.3	7	22.25
28.02.1989	100	167	18	NA	9.2	0	-3.6	NA	7.3	8	21
01.03.1989	100	173	13	NA	6.9	0	-3.1	NA	7	9	25.25
02.03.1989	100	178	4	NA	1.6	0	-1.6	NA	4.7	6	18
03.03.1989	100	180	5	NA	2.5	0	-1.4	NA	4.3	5	28.75
04.03.1989	97	181	0	NA	0	8.7	-1.4	NA	2.7	4	33.5
05.03.1989	87	179	0	613	0	10.3	1.1	NA	3.7	5	22.5
06.03.1989	45	170	0	NA	0	10.4	4.6	NA	4.7	8	24.5
07.03.1989	87	165	1	NA	0.9	6.4	0.2	NA	11	15	30
08.03.1989	100	165	2	NA	1.2	0	-2.7	NA	10.7	12	30
09.03.1989	100	165	1	NA	0.8	0	-2	NA	4	6	26.75
10.03.1989	90	165	1	NA	0.8	6.4	1.2	NA	4	6	27
11.03.1989	100	160	1	NA	0.6	4.2	-2.3	NA	5.3	8	29
12.03.1989	97	160	2	540.1	1.4	0	0.5	NA	6	8	23.25
13.03.1989	97	160	4	NA	1.8	2.3	-3.4	NA	6.7	8	24.5
14.03.1989	100	160	15	NA	8.6	0	-2.1	NA	8.7	14	20
15.03.1989	100	167	0	NA	24.8	1.7	0.6	NA	6	8	21
16.03.1989	100	163	0	NA	2.8	1.5	1.9	NA	5	6	21
17.03.1989	90	162	0	NA	0	4.2	-4.6	NA	4.7	8	32.25
18.03.1989	85	160	0	NA	0	8.6	-4.6	NA	2.7	4	24.5
19.03.1989	92	160	0	565.3	0	2.1	-0.2	NA	9	14	18
20.03.1989	100	158	2	NA	1.8	1.9	-2.8	NA	7.7	12	25.25
21.03.1989	100	158	1	NA	9.6	0	-1.1	NA	6	8	21
22.03.1989	100	155	10	NA	5.6	0	-4.8	NA	10.3	13	25.25
23.03.1989	100	155	15	NA	8.4	1.5	-5	NA	8.7	10	21.5
24.03.1989	100	160	2	NA	0.8	4.5	-3.2	NA	12.3	15	30
25.03.1989	100	162	0	NA	0	9.6	-3.4	NA	6.7	10	28
26.03.1989	79	162	0	620.4	0	11.4	1.1	NA	2	3	28
27.03.1989	62	155	0	NA	0	11.6	5.3	NA	2.3	4	18
28.03.1989	88	150	0	NA	0	1.6	2.1	NA	6.3	8	32
29.03.1989	89	145	0	NA	0	2.8	3.5	NA	4	6	27
30.03.1989	74	140	0	NA	1.6	11	4.9	NA	6.7	8	27.5
31.03.1989	92	135	6	NA	3.4	0	-2.2	NA	7	7	33.25
01.04.1989	100	135	2	NA	0.9	3	-9.1	NA	6	7	36
02.04.1989	96	135	2	590	1.6	1.4	-6.3	NA	4	5	14.5
03.04.1989	100	135	4	NA	2.7	0	-1.3	NA	3	4	14.5
04.04.1989	100	135	5	NA	8.4	1	3.1	NA	15.3	20	13
05.04.1989	97	130	0	NA	0	4.5	1.9	NA	4.3	6	14.5
06.04.1989	90	130	0	NA	1.6	7.9	1.1	NA	4.7	6	17.5
07.04.1989	85	120	0	NA	4.2	6.8	3.2	NA	4	6	18
08.04.1989	92	120	0	NA	0	2.9	-0.8	NA	3.7	4	27.75
09.04.1989	81	120	0	530	0	4.5	4.8	NA	7.7	10	13
10.04.1989	56	120	0	NA	0	11	8.5	NA	5.7	8	15.5
11.04.1989	73	115	0	NA	0	3.8	7.3	NA	12	15	16
12.04.1989	80	100	0	NA	0	11	7.5	NA	11.3	17	15.5
13.04.1989	71	85	0	NA	0	4	7	NA	2.3	5	8.5
14.04.1989	86	75	0	NA	0.6	2.1	5.8	NA	4	7	21.25
15.04.1989	77	65	0	NA	0.4	2.7	5.1	NA	2.3	4	18
16.04.1989	100	55	20	33.4	12.6	0	-2.2	NA	5.7	8	10.75
17.04.1989	99	70	0	NA	0	3.1	-4	NA	3.3	7	10
18.04.1989	95	70	1	NA	0.4	4.5	-0.3	NA	5.3	8	18
19.04.1989	95	70	0	NA	0.2	0	1.1	NA	5	7	18
20.04.1989	84	65	0	NA	10.6	7.9	5.3	NA	6	10	17
21.04.1989	100	60	0	NA	0	0	0.4	NA	7	8	20
22.04.1989	100	60	0	NA	0	2.8	-1.1	NA	4.7	7	23.25
23.04.1989	77	60	0	30.2	0	10	3.6	NA	3.7	6	16.5
24.04.1989	84	50	0	NA	0	6.9	4	NA	9.3	11	15.5
25.04.1989	70	40	0	NA	0	6.1	7.9	NA	4.7	6	18
26.04.1989	93	30	0	NA	4.2	0	0.4	NA	3.3	5	18
27.04.1989	100	20	3	NA	1.4	0	-0.1	NA	5.3	8	24.75
28.04.1989	100	23	6	NA	2.6	0	-2.8	NA	12.3	15	35
29.04.1989	100	28	1	NA	0.7	0	-1.7	NA	14.7	18	35.5
30.04.1989	93	28	0	NA	0	5.5	0.4	NA	13.3	17	27.5
01.05.1989	81	28	0	NA	0.3	6.3	2.4	NA	11	12	36
02.05.1989	100	25	0	NA	0.6	0	3.6	NA	7.7	8	35.5
03.05.1989	97	20	0	NA	0	8.8	5.6	NA	9	10	34.5
04.05.1989	90	10	1	NA	0.2	5.6	6.2	NA	9.7	12	34.5
05.05.1989	96	10	25	NA	11.5	0	-2.7	NA	14.3	20	32.5
06.05.1989	99	30	10	NA	4.2	0	-1.1	NA	10.7	12	31
07.05.1989	100	32	0	NA	0	1	0.8	NA	7.7	8	30.25
08.05.1989	88	28	0	NA	0	10.1	5.8	NA	2	4	12.25
09.05.1989	87	25	0	NA	3.4	2.4	7.3	NA	4.7	6	23.5
10.05.1989	100	5	0	NA	14.9	0.3	5.9	NA	3.7	4	27
11.05.1989	100	0	0	NA	6.8	1.2	6.4	NA	5.7	7	20
12.05.1989	97	0	0	NA	2.8	3.5	4.6	NA	3.3	4	18.5
13.05.1989	93	0	0	NA	2.2	0	3.7	NA	6	8	36
14.05.1989	84	0	0	0	0	14.5	4.9	NA	7.7	8	36
15.05.1989	68	0	0	NA	0	14.1	8.7	NA	4.7	10	18.75
16.05.1989	71	0	0	NA	0	14	9.1	NA	2	2	6.5
17.05.1989	78	0	0	NA	0	14.2	11.2	NA	4	5	9.5
18.05.1989	70	0	0	NA	0	11.5	12.1	NA	4	5	15.75
19.05.1989	70	0	0	NA	0	13.8	12.3	NA	4	6	22.25
20.05.1989	79	0	0	NA	0	9.1	8.1	NA	5.3	8	7
21.05.1989	78	0	0	0	0	14.3	6	NA	6	7	12
22.05.1989	69	0	0	NA	0	14.3	8	NA	4.3	6	11
23.05.1989	71	0	0	NA	0	14.5	9.5	NA	3	6	13
24.05.1989	77	0	0	NA	0	10.9	10.7	NA	3.3	5	16
25.05.1989	81	0	0	NA	0	12.2	10.6	NA	4	5	16.25
26.05.1989	74	0	0	NA	1.2	9.4	11.2	NA	5	6	21.75
27.05.1989	74	0	0	NA	0	5.6	10.2	NA	3.7	5	30.5
28.05.1989	72	0	0	0	2.3	8	10	NA	4.3	6	24.75
29.05.1989	84	0	0	NA	1.2	0.4	8.8	NA	4	7	23
30.05.1989	86	0	0	NA	1.2	6.9	2.8	NA	5.7	9	33.5
30.09.1989	100	0	0	NA	0	5.7	2.6	NA	5.3	7	36
01.10.1989	100	0	3	0	4.1	0	2.7	NA	12.3	14	32.25
02.10.1989	100	3	0	NA	0.2	0	-1.5	NA	12.3	14	31
03.10.1989	99	3	0	NA	0	5.8	-0.6	NA	7.3	8	31
04.10.1989	67	0	0	NA	0	10.8	4.5	NA	3	4	31
05.10.1989	75	0	0	NA	6.8	8	6.1	NA	2.7	4	20
06.10.1989	100	0	0	NA	7.8	0	0.6	NA	4.7	6	24.75
07.10.1989	100	0	0	NA	0	0	0.6	NA	2.7	4	29.5
08.10.1989	97	0	0	0	1.2	0	1.1	NA	3.3	5	30
09.10.1989	100	0	2	NA	2.2	0	0.2	NA	5.3	6	28
10.10.1989	100	2	5	NA	12.2	0	-0.4	NA	5.3	6	28
11.10.1989	100	5	0	NA	4.8	0	1.2	NA	8	10	28
12.10.1989	100	0	0	NA	0	0	4.7	NA	4.3	5	22
13.10.1989	100	0	0	NA	5	0	2.8	NA	5	8	24.5
14.10.1989	100	0	2	NA	6.6	0	-0.6	NA	8.7	10	29.5
15.10.1989	100	2	0	NA	0	0	0.8	NA	4.3	5	26.75
16.10.1989	93	0	0	NA	0	6.3	5.2	NA	5.7	9	27
17.10.1989	67	0	0	NA	0	9.8	7.5	NA	1.7	3	12.25
18.10.1989	75	0	0	NA	0	8.7	7.1	NA	0	0	0
19.10.1989	75	0	0	NA	1	8.1	6.8	NA	3.3	5	20
20.10.1989	100	0	0	NA	0	0	6.8	NA	5.7	6	18
21.10.1989	60	0	0	NA	0	9.4	11.4	NA	4	5	21.25
22.10.1989	64	0	0	0	0	9.1	10.9	NA	3	3	19.5
23.10.1989	94	0	0	NA	0	3	8.3	NA	4.7	6	27
24.10.1989	96	0	0	NA	0	5.6	7.4	NA	6	8	27
25.10.1989	96	0	0	NA	0	2.2	8.6	NA	4.7	6	25.75
26.10.1989	78	0	0	NA	0	6.1	10.4	NA	3.7	5	21.25
27.10.1989	79	0	0	NA	0	8.9	8.3	NA	6	8	18.5
28.10.1989	100	0	0	NA	5.2	0	4.4	NA	5.3	6	19
29.10.1989	100	0	0	0	12.3	0	5.3	NA	10.3	17	24.25
30.10.1989	100	0	0	NA	4.2	0	2.7	NA	5.3	7	28
31.10.1989	100	0	0	NA	13.3	0	4.4	NA	4	5	24.5
01.11.1989	93	0	0	NA	3.2	2.8	2.4	NA	4	7	21.25
02.11.1989	100	0	0	NA	0	2.1	4.3	NA	2.3	3	13
03.11.1989	96	0	0	NA	8	0.4	3.2	NA	1	3	13.5
04.11.1989	100	0	0	NA	0.8	0	1.3	NA	3.7	5	18
05.11.1989	100	0	0	0	12.8	0	3.3	NA	7	8	15.5
06.11.1989	100	0	0	NA	1.2	0	-0.2	NA	3.3	4	18
07.11.1989	100	0	0	NA	0	1.2	-0.9	NA	1.7	3	16.75
08.11.1989	93	0	0	NA	0.4	0	-1.2	NA	2	3	22.25
09.11.1989	100	0	0	NA	0	7.9	-3.2	NA	2.3	5	19.5
10.11.1989	56	0	0	NA	0	7.9	3.2	NA	2	3	25
11.11.1989	29	0	0	NA	0	7.9	4.8	NA	3.3	4	17.75
12.11.1989	36	0	0	0	0	8.1	4.5	NA	4	5	28
13.11.1989	74	0	0	NA	0	7.6	2.3	NA	8.7	11	30.75
14.11.1989	100	0	5	NA	3.8	0	-2	NA	11.3	15	33.5
15.11.1989	100	5	3	NA	2.1	0	-5.4	NA	8	10	34.75
16.11.1989	100	3	0	NA	0	7.7	-6.5	NA	2.7	4	7
17.11.1989	87	3	0	NA	0	7.5	-1	NA	3	4	13
18.11.1989	71	0	0	NA	0	7.6	-1.4	NA	2.7	3	18
19.11.1989	87	0	0	0	0	7.7	-0.6	NA	2	3	25.75
20.11.1989	74	0	1	NA	0.8	7.4	-0.1	NA	3.3	4	31
21.11.1989	97	1	24	NA	8.8	0	-5.2	NA	8.3	12	28.25
22.11.1989	100	24	3	NA	1.8	0	-9.8	NA	9.7	12	29.75
23.11.1989	100	27	17	NA	8.1	0	-7.1	NA	7.7	10	33.75
24.11.1989	99	39	7	NA	2	0	-13.3	NA	10.7	11	33
25.11.1989	100	41	9	NA	4.2	0	-7.9	NA	12	15	30
26.11.1989	100	43	10	NA	6	1.9	-4.5	NA	11	15	29
27.11.1989	100	44	1	NA	0.4	0	-8.3	NA	12.3	20	35
28.11.1989	89	44	0	NA	0	7.2	-8.3	NA	4.7	6	28
29.11.1989	66	44	0	NA	0	7.2	-7.2	NA	4.7	6	31
30.11.1989	85	44	0	NA	0	7.3	-1.9	NA	0	0	0
01.12.1989	49	44	0	NA	0	3.8	1.2	NA	8.7	16	35
02.12.1989	38	44	0	NA	0	7.2	2.6	NA	4.7	6	25.5
03.12.1989	89	42	0	134	0	5.8	-2.1	NA	9	12	32.5
04.12.1989	80	41	0	NA	0	5.1	-6.3	NA	2	3	28
05.12.1989	100	41	12	NA	6.2	0	-5.4	NA	6.3	10	27
06.12.1989	100	43	6	NA	3.2	0	-7.3	NA	15.3	20	33
07.12.1989	100	44	6	NA	2.1	6.2	-7.1	NA	7.3	10	30
08.12.1989	98	45	6	NA	2	0	-9.3	NA	9.3	10	34.75
09.12.1989	94	47	0	NA	0	6.9	-12.2	NA	3.3	6	25.5
10.12.1989	97	47	6	102	2.2	0.7	-8.8	NA	8.7	14	29
11.12.1989	100	47	8	NA	3.4	0	-6.6	NA	7.7	10	19
12.12.1989	100	48	20	NA	15.4	0	-1.7	NA	6	8	20
13.12.1989	100	55	0	NA	21.2	0	0.2	NA	6.7	10	20
14.12.1989	100	50	3	NA	18.6	0	1.1	NA	8.7	10	23.25
15.12.1989	100	50	0	NA	9.4	0	3.4	NA	6.7	10	21.25
16.12.1989	87	45	0	NA	1.8	0	2.7	NA	4.7	6	19
17.12.1989	100	40	0	20.6	0	1.9	1.8	NA	8	10	19
18.12.1989	91	38	0	NA	4.2	0	0.9	NA	4.7	6	23.5
19.12.1989	100	38	2	NA	19.4	0	-0.9	NA	4.7	8	20
20.12.1989	100	37	0	NA	5.2	0	3	NA	6.7	8	21
21.12.1989	100	33	2	NA	2.1	0	2.4	NA	6	6	21
22.12.1989	100	30	10	NA	6.2	0	-4.3	NA	16.7	24	28
23.12.1989	100	33	0	NA	0	0	-3	NA	2	2	27
24.12.1989	68	32	0	16.2	0	2.4	2.4	NA	3.3	6	26
25.12.1989	63	30	0	NA	0	6.9	-0.8	NA	2.7	4	12
26.12.1989	67	30	0	NA	0	6.8	-4.9	NA	2	2	18
27.12.1989	72	30	0	NA	0	6.7	-2.1	NA	0.7	2	13.5
28.12.1989	78	30	0	NA	0	6.8	-2.6	NA	1.7	2	17
29.12.1989	81	29	0	NA	0	6.9	-2.2	NA	4	8	14.5
30.12.1989	100	28	0	NA	0	0	-6.7	NA	5.7	8	15.5
31.12.1989	100	28	0	70.3	0	0	-8.3	NA	2.7	4	20
01.01.1990	98	28	0	NA	0	0	-9.2	NA	6	7	21.5
02.01.1990	93	28	0	NA	0	0	-9.4	NA	3	3	18.5
03.01.1990	51	25	0	NA	0	7	-2	NA	3	3	21.75
04.01.1990	92	25	0	NA	0	0	-8	NA	3.7	7	18
05.01.1990	85	25	0	NA	0	6.8	-4	NA	1.3	2	19
06.01.1990	40	25	0	NA	0	7.2	-0.5	NA	1.3	3	18
07.01.1990	64	22	0	63.2	0	7.2	-2	NA	5	8	27
08.01.1990	98	22	0	NA	0	2.5	-2.8	NA	6.7	8	28
09.01.1990	99	22	2	NA	1.4	0	-2.7	NA	3	6	24.5
10.01.1990	100	23	0	NA	0	2.3	-2.9	NA	4.7	6	25.75
11.01.1990	100	22	0	NA	0	0	0.7	NA	3.7	6	25.5
12.01.1990	93	21	0	NA	0	4.9	-3.8	NA	4.3	5	29
13.01.1990	93	21	0	NA	0	0	-2	NA	1	1	25.5
14.01.1990	95	21	0	62.1	1.1	0	-5	NA	4	6	22.25
15.01.1990	100	20	0	NA	12.1	0	-0.5	NA	4.3	5	28
16.01.1990	100	20	1	NA	0.9	0	0.3	NA	5	6	22
17.01.1990	98	20	10	NA	5.3	0	-4.9	NA	6	7	29
18.01.1990	100	25	2	NA	1.1	0	-4.6	NA	8	10	27.5
19.01.1990	100	26	8	NA	4.2	0	-3.5	NA	6	8	27
20.01.1990	100	30	0	NA	20.1	0	0	NA	7.7	10	28.5
21.01.1990	100	25	0	85.4	1.1	0	0.7	NA	6.7	10	28
22.01.1990	100	24	3	NA	2.1	0	0.3	NA	8	10	20.25
23.01.1990	100	25	5	NA	2.6	0	-1.6	NA	11	18	22.25
24.01.1990	100	28	8	NA	6.8	0	-1.6	NA	9	12	21
25.01.1990	99	33	4	NA	2.1	0	-3.5	NA	7.3	10	22.75
26.01.1990	100	35	8	NA	4.6	0	-4.1	NA	4.3	6	19.5
27.01.1990	88	40	3	NA	1.6	0	-1.4	NA	5.3	8	18.5
28.01.1990	95	41	0	104.1	0	4.7	-3.3	NA	2.7	3	20
29.01.1990	93	40	0	NA	0	5.9	-0.7	NA	4	8	23
30.01.1990	94	40	0	NA	0	5.1	-0.2	NA	4.3	6	15.5
31.01.1990	80	40	0	NA	0	0.8	2.7	NA	3.7	6	31.25
01.02.1990	100	40	4	NA	2	0.2	-1.6	NA	5	6	25.75
02.02.1990	97	38	3	NA	5.4	2.5	-1.5	NA	6.7	12	21
03.02.1990	97	41	0	NA	0	2.5	-3.5	NA	10	20	27
04.02.1990	73	40	0	123	0	4.8	1.6	NA	3.3	6	27
05.02.1990	61	40	0	NA	0	8.2	4.1	NA	5.7	10	20.25
06.02.1990	89	38	0	NA	0	8.4	0.7	NA	4	8	13.5
07.02.1990	99	35	0	NA	2.2	0	0.2	NA	10.7	12	19.5
08.02.1990	100	30	3	NA	1.8	0	-4.2	NA	13.3	16	31
09.02.1990	100	32	1	NA	0.6	2.9	-4.3	NA	5.3	6	21.25
10.02.1990	100	32	6	NA	4.2	0	-4.6	NA	6	10	20.5
11.02.1990	100	38	5	180.2	2.4	0	-4.9	NA	6.7	10	20
12.02.1990	100	40	6	NA	3.2	0	-6.1	NA	5.3	8	22
13.02.1990	100	45	15	NA	6.8	0	-5.1	NA	14.3	20	27.75
14.02.1990	100	57	15	NA	7.8	0	-6.7	NA	6	6	30
